station,suburb,fuel_type,price
7-Eleven Penshurst,Penshurst,U91,195.9
7-Eleven Phillip,PHILLIP,E10,203.9
7-Eleven Phillip,PHILLIP,P95,222.9
7-Eleven Phillip,PHILLIP,P98,231.9
7-Eleven Phillip,PHILLIP,U91,205.9
7-Eleven Plumpton,Plumpton,E10,191.9
7-Eleven Plumpton,Plumpton,P95,210.9
7-Eleven Plumpton,Plumpton,P98,219.9
7-Eleven Plumpton,Plumpton,U91,193.9
7-Eleven Prairewood,PRAIRIEWOOD,E10,186.9
7-Eleven Prairewood,PRAIRIEWOOD,P98,214.9
7-Eleven Prairewood,PRAIRIEWOOD,U91,188.9
7-Eleven RIVERSTONE,RIVERSTONE,E10,191.9
7-Eleven RIVERSTONE,RIVERSTONE,P95,210.9
7-Eleven RIVERSTONE,RIVERSTONE,P98,219.9
7-Eleven RIVERSTONE,RIVERSTONE,U91,193.9
7-Eleven Randwick,Randwick,E10,194.9
7-Eleven Randwick,Randwick,P98,222.9
7-Eleven Randwick,Randwick,U91,196.9
7-Eleven Regentville,Regentville,E10,191.9
7-Eleven Regentville,Regentville,P95,210.9
7-Eleven Regentville,Regentville,P98,219.9
7-Eleven Regentville,Regentville,U91,193.9
7-Eleven Revesby,Revesby,E10,186.9
7-Eleven Revesby,Revesby,P98,214.9
7-Eleven Revesby,Revesby,U91,188.9
7-Eleven Revesby South,REVESBY,E10,179.9
7-Eleven Revesby South,REVESBY,P95,198.9
7-Eleven Revesby South,REVESBY,P98,207.9
7-Eleven Revesby South,REVESBY,U91,181.9
7-Eleven Riverwood,Riverwood,E10,194.9
7-Eleven Riverwood,Riverwood,P95,213.9
7-Eleven Riverwood,Riverwood,P98,222.9
7-Eleven Riverwood,Riverwood,U91,196.9
7-Eleven Robin Hill,ROBIN HILL,E10,201.9
7-Eleven Robin Hill,ROBIN HILL,P95,220.9
7-Eleven Robin Hill,ROBIN HILL,P98,229.9
7-Eleven Robin Hill,ROBIN HILL,U91,203.9
7-Eleven Rockdale,Rockdale,E10,195.9
7-Eleven Rockdale,Rockdale,P95,214.9
7-Eleven Rockdale,Rockdale,P98,224.9
7-Eleven Rockdale,Rockdale,U91,198.9
7-Eleven Rooty Hill,ROOTY HILL,E10,195.9
7-Eleven Rooty Hill,ROOTY HILL,P98,223.9
7-Eleven Rooty Hill,ROOTY HILL,U91,197.9
7-Eleven Roseville,Roseville,E10,193.9
7-Eleven Roseville,Roseville,P98,221.9
7-Eleven Roseville,Roseville,U91,195.9
7-Eleven Rouse Hill,ROUSE HILL,E10,186.9
7-Eleven Rouse Hill,ROUSE HILL,P95,200.9
7-Eleven Rouse Hill,ROUSE HILL,P98,208.9
7-Eleven Rouse Hill,ROUSE HILL,U91,188.9
7-Eleven Rozelle,Rozelle,E10,187.9
7-Eleven Rozelle,Rozelle,P95,206.9
7-Eleven Rozelle,Rozelle,P98,215.9
7-Eleven Rozelle,Rozelle,U91,189.9
7-Eleven Rutherford,RUTHERFORD,E10,204.9
7-Eleven Rutherford,RUTHERFORD,P95,223.9
7-Eleven Rutherford,RUTHERFORD,P98,232.9
7-Eleven Rutherford,RUTHERFORD,U91,206.9
7-Eleven Ryde,Ryde,E10,191.9
7-Eleven Ryde,Ryde,P98,219.9
7-Eleven Ryde,Ryde,U91,193.9
7-Eleven Sans Souci,SANS SOUCI,E10,189.7
7-Eleven Sans Souci,SANS SOUCI,P95,208.7
7-Eleven Sans Souci,SANS SOUCI,P98,217.7
7-Eleven Sans Souci,SANS SOUCI,U91,191.7
7-Eleven Seven Hills,SEVEN HILLS,E10,197.9
7-Eleven Seven Hills,SEVEN HILLS,P95,216.9
7-Eleven Seven Hills,SEVEN HILLS,P98,225.9
7-Eleven Seven Hills,SEVEN HILLS,U91,199.9
7-Eleven Shellharbour,Shellharbour,E10,199.9
7-Eleven Shellharbour,Shellharbour,P95,218.9
7-Eleven Shellharbour,Shellharbour,P98,227.9
7-Eleven Shellharbour,Shellharbour,U91,201.9
7-Eleven Shortland,Shortland,E10,195.9
7-Eleven Shortland,Shortland,P95,214.9
7-Eleven Shortland,Shortland,P98,223.9
7-Eleven Shortland,Shortland,U91,197.9
7-Eleven Singleton,SINGLETON,E10,195.9
7-Eleven Singleton,SINGLETON,P95,214.9
7-Eleven Singleton,SINGLETON,P98,223.9
7-Eleven Singleton,SINGLETON,U91,197.9
7-Eleven South Hurstville,South Hurstville,E10,193.9
7-Eleven South Hurstville,South Hurstville,P95,212.9
7-Eleven South Hurstville,South Hurstville,P98,221.9
7-Eleven South Hurstville,South Hurstville,U91,195.9
7-Eleven Spence,Spence,E10,202.9
7-Eleven Spence,Spence,P95,221.9
7-Eleven Spence,Spence,P98,230.9
7-Eleven Spence,Spence,U91,204.9
7-Eleven St Clair,St Clair,E10,193.9
7-Eleven St Clair,St Clair,P95,212.9
7-Eleven St Clair,St Clair,P98,221.9
7-Eleven St Clair,St Clair,U91,195.9
7-Eleven St Helens Park,St Helens Park,E10,193.9
7-Eleven St Helens Park,St Helens Park,P95,212.9
7-Eleven St Helens Park,St Helens Park,P98,221.9
7-Eleven St Helens Park,St Helens Park,U91,195.9
7-Eleven St Ives,ST IVES,E10,194.9
7-Eleven St Ives,ST IVES,P95,213.9
7-Eleven St Ives,ST IVES,P98,222.9
7-Eleven St Ives,ST IVES,U91,196.9
7-Eleven St Marys,St Marys,E10,189.9
7-Eleven St Marys,St Marys,P95,208.9
7-Eleven St Marys,St Marys,P98,217.9
7-Eleven St Marys,St Marys,U91,193.9
7-Eleven Strathfield South,Strathfield South,E10,189.9
7-Eleven Strathfield South,Strathfield South,P95,208.9
7-Eleven Strathfield South,Strathfield South,P98,217.9
7-Eleven Strathfield South,Strathfield South,U91,191.9
7-Eleven Sutherland,Sutherland,E10,199.9
7-Eleven Sutherland,Sutherland,P95,218.9
7-Eleven Sutherland,Sutherland,P98,227.9
7-Eleven Sutherland,Sutherland,U91,201.9
7-Eleven The Entrance,Long Jetty,E10,190.9
7-Eleven The Entrance,Long Jetty,P95,209.9
7-Eleven The Entrance,Long Jetty,P98,218.9
7-Eleven The Entrance,Long Jetty,U91,192.9
7-Eleven Thornton,THORNTON,E10,188.9
7-Eleven Thornton,THORNTON,P95,207.9
7-Eleven Thornton,THORNTON,P98,216.9
7-Eleven Thornton,THORNTON,U91,190.9
7-Eleven Toongabbie,Toongabbie,E10,197.9
7-Eleven Toongabbie,Toongabbie,P95,216.9
7-Eleven Toongabbie,Toongabbie,P98,225.9
7-Eleven Toongabbie,Toongabbie,U91,199.9
7-Eleven Toukley,Toukley,E10,200.9
7-Eleven Toukley,Toukley,P95,219.9
7-Eleven Toukley,Toukley,P98,228.9
7-Eleven Toukley,Toukley,U91,202.9
7-Eleven Turramurra,Turramurra,E10,195.9
7-Eleven Turramurra,Turramurra,P95,214.9
7-Eleven Turramurra,Turramurra,P98,223.9
7-Eleven Turramurra,Turramurra,U91,197.9
7-Eleven Tweed Heads Sth,TWEED HEADS SOUTH,E10,197.9
7-Eleven Tweed Heads Sth,TWEED HEADS SOUTH,P98,225.9
7-Eleven Tweed Heads Sth,TWEED HEADS SOUTH,U91,199.9
7-Eleven Unanderra,UNANDERRA,E10,194.9
7-Eleven Unanderra,UNANDERRA,P95,213.9
7-Eleven Unanderra,UNANDERRA,P98,222.9
7-Eleven Unanderra,UNANDERRA,U91,196.9
7-Eleven Wadalba,Wadalba,P95,216.9
7-Eleven Wadalba,Wadalba,P98,225.9
7-Eleven Wadalba,Wadalba,U91,199.9
7-Eleven Wahroonga,Wahroonga,E10,192.9
7-Eleven Wahroonga,Wahroonga,P95,207.9
7-Eleven Wahroonga,Wahroonga,P98,215.9
7-Eleven Wahroonga,Wahroonga,U91,194.9
7-Eleven Wallsend,Wallsend,E10,199.9
7-Eleven Wallsend,Wallsend,P95,218.9
7-Eleven Wallsend,Wallsend,P98,227.9
7-Eleven Wallsend,Wallsend,U91,201.9
7-Eleven Wanniassa,Wanniassa,E10,203.9
7-Eleven Wanniassa,Wanniassa,P98,231.9
7-Eleven Wanniassa,Wanniassa,U91,205.9
7-Eleven Warners Bay,Warners Bay,E10,203.9
7-Eleven Warners Bay,Warners Bay,P98,231.9
7-Eleven Warners Bay,Warners Bay,U91,205.9
7-Eleven Watanobbi,Watanobbi,E10,197.9
7-Eleven Watanobbi,Watanobbi,P95,216.9
7-Eleven Watanobbi,Watanobbi,P98,225.9
7-Eleven Watanobbi,Watanobbi,U91,199.9
7-Eleven Werrington,Werrington,P98,222.9
7-Eleven Werrington,Werrington,U91,196.9
7-Eleven West Pennant Hills,West Pennant Hills,E10,194.9
7-Eleven West Pennant Hills,West Pennant Hills,P98,222.9
7-Eleven West Pennant Hills,West Pennant Hills,U91,196.9
7-Eleven West Ryde,West Ryde,E10,191.9
7-Eleven West Ryde,West Ryde,P95,210.9
7-Eleven West Ryde,West Ryde,P98,219.9
7-Eleven West Ryde,West Ryde,U91,193.9
7-Eleven West Wagga Wagga,WAGGA WAGGA,E10,191.9
7-Eleven West Wagga Wagga,WAGGA WAGGA,P95,210.9
7-Eleven West Wagga Wagga,WAGGA WAGGA,P98,219.9
7-Eleven West Wagga Wagga,WAGGA WAGGA,U91,193.9
7-Eleven West Wollongong,West Wollongong,E10,197.9
7-Eleven West Wollongong,West Wollongong,P95,216.9
7-Eleven Wickham,Wickham,E10,198.9
7-Eleven Wickham,Wickham,P95,217.9
7-Eleven Wickham,Wickham,P98,226.9
7-Eleven Wickham,Wickham,U91,200.9
7-Eleven Windsor,WINDSOR,E10,195.9
7-Eleven Windsor,WINDSOR,P98,223.9
7-Eleven Windsor,WINDSOR,U91,197.9
7-Eleven Woolooware,WOOLOOWARE,E10,189.9
7-Eleven Woolooware,WOOLOOWARE,P98,217.9
7-Eleven Woolooware,WOOLOOWARE,U91,191.9
7-Eleven Woy Woy,WOY WOY,E10,195.9
7-Eleven Woy Woy,WOY WOY,P98,223.9
7-Eleven Woy Woy,WOY WOY,U91,197.9
7-Eleven Yagoona,YAGOONA,E10,179.9
7-Eleven Yagoona,YAGOONA,P98,214.7
7-Eleven Yagoona,YAGOONA,U91,188.7
ACCESS FUELS RUTHERFORD,RUTHERFORD,E10,199.5
ACCESS FUELS RUTHERFORD,RUTHERFORD,P98,227.5
ACCESS FUELS RUTHERFORD,RUTHERFORD,U91,201.5
ACCESS FUELS THORNTON,THORNTON,E10,188.5
ACCESS FUELS THORNTON,THORNTON,P98,214.5
ACCESS FUELS THORNTON,THORNTON,U91,190.5
ACCESS FUELS TUNCURRY,TUNCURRY,E10,195.5
ACCESS FUELS TUNCURRY,TUNCURRY,P98,220.5
ACCESS FUELS TUNCURRY,TUNCURRY,U91,197.5
AMPOL HOWLONG,HOWLONG,DL,237.9
AMPOL HOWLONG,HOWLONG,P98,216.9
AMPOL HOWLONG,HOWLONG,U91,194.9
AMPOL KENTHURST,KENTHURST,P95,210.9
AMPOL KENTHURST,KENTHURST,P98,219.9
AMPOL KENTHURST,KENTHURST,U91,192.9
AMPOL MULWALA,MULWALA,DL,238.9
AMPOL PARKLEA,Glenwood,E10,195.9
AMPOL PARKLEA,Glenwood,P95,214.9
AMPOL PARKLEA,Glenwood,P98,224.9
AMPOL PARKLEA,Glenwood,U91,197.9
AMPOL ROUSEHILL,Rouse Hill,E10,186.5
AMPOL ROUSEHILL,Rouse Hill,P95,201.5
AMPOL ROUSEHILL,Rouse Hill,P98,210.5
AMPOL ROUSEHILL,Rouse Hill,U91,188.5
AMPOL SOUTH KEMPSEY,South Kempsey,DL,239.5
AMPOL SOUTH KEMPSEY,South Kempsey,E10,197.5
AMPOL SOUTH KEMPSEY,South Kempsey,P95,213.5
AMPOL SOUTH KEMPSEY,South Kempsey,P98,223.5
AMPOL SOUTH KEMPSEY,South Kempsey,U91,199.5
AMPOL TALBINGO,TALBINGO,P98,229.9
AMPOL TALBINGO,TALBINGO,U91,199.9
AMPOL TUMBARUMBA SERVO,TUMBARUMBA,DL,249.9
AMPOL TUMBARUMBA SERVO,TUMBARUMBA,P98,239.9
AMPOL TUMBARUMBA SERVO,TUMBARUMBA,U91,209.9
AMPOL YETHOLME,YETHOLME,DL,233.9
AMPOL YETHOLME,YETHOLME,E10,188.9
AMPOL YETHOLME,YETHOLME,P95,204.9
AMPOL YETHOLME,YETHOLME,U91,191.9
AP Punchbowl,PUNCHBOWL,E10,183.8
AP Punchbowl,PUNCHBOWL,P95,202.8
AP Punchbowl,PUNCHBOWL,P98,207.8
AP Punchbowl,PUNCHBOWL,U91,185.8
APCO Albury,Albury,DL,223.5
APCO Albury,Albury,E10,177.5
APCO Albury,Albury,P95,187.5
APCO Albury,Albury,U91,179.5
APCO Wagga Wagga,East Wagga Wagga,DL,226.5
APCO Wagga Wagga,East Wagga Wagga,E10,181.5
APCO Wagga Wagga,East Wagga Wagga,P95,191.5
APCO Wagga Wagga,East Wagga Wagga,P98,200.5
APCO Wagga Wagga,East Wagga Wagga,U91,183.5
APEX PETROLEUM (WEST RYDE),West Ryde,E10,189.7
APEX PETROLEUM (WEST RYDE),West Ryde,P95,203.7
APEX PETROLEUM (WEST RYDE),West Ryde,P98,213.7
APEX PETROLEUM (WEST RYDE),West Ryde,U91,191.7
APEX PETROLEUM VILLAWOOD,Villawood,E10,189.7
APEX PETROLEUM VILLAWOOD,Villawood,P95,203.7
APEX PETROLEUM VILLAWOOD,Villawood,P98,213.7
APEX PETROLEUM VILLAWOOD,Villawood,U91,191.7
APW,WENTWORTHVILLE,P95,199.3
APW,WENTWORTHVILLE,P98,209.3
APW,WENTWORTHVILLE,U91,187.3
ARKO ENERGY FORESTVILLE,FORESTVILLE,DL,237.5
ARKO ENERGY FORESTVILLE,FORESTVILLE,E10,184.4
ARKO ENERGY FORESTVILLE,FORESTVILLE,P98,210.5
ARKO ENERGY FORESTVILLE,FORESTVILLE,U91,186.5
ARKO ENERGY GLOUCESTER,GLOUCESTER,DL,239.9
ARKO ENERGY GLOUCESTER,GLOUCESTER,E10,193.9
ARKO ENERGY GLOUCESTER,GLOUCESTER,P98,218.9
ARKO ENERGY GLOUCESTER,GLOUCESTER,U91,195.9
ARKO ENERGY GOULBURN,GOULBURN,DL,231.9
ARKO ENERGY GOULBURN,GOULBURN,E10,187.9
ARKO ENERGY GOULBURN,GOULBURN,P98,217.9
ARKO ENERGY GOULBURN,GOULBURN,U91,189.9
ARKO Earlwood,EARLWOOD,P98,209.5
ARKO Earlwood,EARLWOOD,U91,182.5
ARKO Energy Dubbo,Dubbo,DL,241.5
ARKO Energy Dubbo,Dubbo,E10,195.5
ARKO Energy Dubbo,Dubbo,P98,220.5
ARKO Energy Dubbo,Dubbo,U91,197.5
ASM Mechanical,BARADINE,DL,244.9
ASM Mechanical,BARADINE,U91,221.9
ASTRON Bathurst,BATHURST,DL,233.5
ASTRON Bathurst,BATHURST,E10,187.5
ASTRON Bathurst,BATHURST,P95,212.5
ASTRON Bathurst,BATHURST,P98,211.5
ASTRON Bathurst,BATHURST,U91,189.5
ASTRON YAGOONA WEST,YAGOONA,DL,222.9
ASTRON YAGOONA WEST,YAGOONA,E10,182.9
ASTRON YAGOONA WEST,YAGOONA,P98,212.9
ASTRON YAGOONA WEST,YAGOONA,U91,184.9
ATTUNGA GENERAL STORE,ATTUNGA,DL,234.9
ATTUNGA GENERAL STORE,ATTUNGA,P95,206.9
ATTUNGA GENERAL STORE,ATTUNGA,U91,194.9
AUS Petroleum Harden,HARDEN,DL,222.9
AUS Petroleum Harden,HARDEN,E10,167.9
AUS Petroleum Harden,HARDEN,P98,207.9
AUS Petroleum Harden,HARDEN,U91,187.9
AVOCA FUEL,AVOCA BEACH,DL,239.9
AVOCA FUEL,AVOCA BEACH,E10,192.9
AVOCA FUEL,AVOCA BEACH,P98,216.9
AVOCA FUEL,AVOCA BEACH,U91,194.9
Aberdare Fuel & Lotto,Aberdare,DL,227.5
Aberdare Fuel & Lotto,Aberdare,P98,209.5
Aberdare Fuel & Lotto,Aberdare,U91,188.5
Access Fuel,CRESCENT HEAD,DL,235.9
Access Fuel,CRESCENT HEAD,P95,218.9
Access Fuel,CRESCENT HEAD,U91,198.8
Access Fuels,TOORMINA,P98,229.5
Access Fuels,TOORMINA,U91,201.5
Access Fuels,TOWNSEND,DL,236.9
Access Fuels,TOWNSEND,P95,209.9
Access Fuels,TOWNSEND,U91,197.9
Access Fuels Ebor,EBOR,DL,241.5
Access Fuels Ebor,EBOR,P98,218.5
Access Fuels Ebor,EBOR,U91,196.5
Access Fuels Tea Gardens,TEA GARDENS,E10,199.5
Access Fuels Tea Gardens,TEA GARDENS,P98,227.5
Access Fuels Tea Gardens,TEA GARDENS,U91,201.5
Active fuel,INGLEBURN,DL,228.5
Active fuel,INGLEBURN,E10,187.5
Active fuel,INGLEBURN,P98,212.5
Active fuel,INGLEBURN,U91,189.5
Ag Warehouse,FINLEY,DL,237.9
Ag Warehouse,FINLEY,U91,203.9
Ajm Smart Pty Ltd,DAIRYMANS PLAINS,DL,239.9
Ajm Smart Pty Ltd,DAIRYMANS PLAINS,E10,195.9
Ajm Smart Pty Ltd,DAIRYMANS PLAINS,P95,210.9
Ajm Smart Pty Ltd,DAIRYMANS PLAINS,U91,197.9
Al Mustafa Petrol,Lakemba,P95,197.8
Al Mustafa Petrol,Lakemba,U91,185.9
Ambiex Pty Ltd,GOOLOOGONG,DL,251.9
Ampol Adaminaby,ADAMINABY,DL,244.9
Ampol Adaminaby,ADAMINABY,P98,229.9
Ampol Adaminaby,ADAMINABY,U91,199.9
Ampol Alstonville,ALSTONVILLE,E10,199.9
Ampol Alstonville,ALSTONVILLE,P95,216.9
Ampol Alstonville,ALSTONVILLE,P98,224.9
Ampol Ashford,ASHFORD,DL,235.9
Ampol Ashford,ASHFORD,U91,196.9
Ampol Auburn,Auburn,DL,239.9
Ampol Auburn,Auburn,E10,194.9
Ampol Auburn,Auburn,P95,208.9
Ampol Auburn,Auburn,P98,218.9
Ampol Auburn,Auburn,U91,196.9
Ampol Banksmeadow Diesel Stop,BANKSMEADOW,DL,239.9
Ampol Barmedman Truck Stop,Barmedman,P95,199.9
Ampol Barmedman Truck Stop,Barmedman,U91,187.9
Ampol Barraba,BARRABA,DL,248.9
Ampol Barraba,BARRABA,P98,226.9
Ampol Barraba,BARRABA,U91,204.9
Ampol Bega,Bega,DL,243.9
Ampol Bega,Bega,P98,227.9
Ampol Bega,Bega,U91,205.9
Ampol Bega Depot,BEGA,DL,232.9
Ampol Bega Depot,BEGA,P98,223.9
Ampol Bega Depot,BEGA,U91,196.9
Ampol Beresfield North,Beresfield North,DL,236.5
Ampol Beresfield North,Beresfield North,P95,202.5
Ampol Beresfield North,Beresfield North,P98,210.5
Ampol Beresfield North,Beresfield North,U91,188.5
Ampol Berrigan,BERRIGAN,DL,237.9
Ampol Berrigan,BERRIGAN,P98,226.9
Ampol Berrigan,BERRIGAN,U91,199.9
Ampol Blayney,Blayney,DL,239.9
Ampol Blayney,Blayney,P95,212.9
Ampol Blayney,Blayney,U91,196.9
Ampol Bombala Depot,BOMBALA,DL,235.9
Ampol Bourke (Self-Serve),Bourke,U91,199.9
Ampol Breeze Bomaderry,Bomaderry,DL,232.9
Ampol Breeze Bomaderry,Bomaderry,E10,187.9
Ampol Breeze Bomaderry,Bomaderry,P95,206.9
Ampol Breeze Bomaderry,Bomaderry,P98,216.9
Ampol Breeze Bomaderry,Bomaderry,U91,189.9
Ampol Breeze Bombala,BOMBALA,DL,235.9
Ampol Breeze Bombala,BOMBALA,P98,218.9
Ampol Breeze Bombala,BOMBALA,U91,194.9
Ampol Breeze Gwynneville,Gwynneville,P98,220.9
Ampol Breeze Gwynneville,Gwynneville,U91,195.9
Ampol Breeze Moruya,MORUYA,DL,233.9
Ampol Breeze Moruya,MORUYA,P98,217.9
Ampol Breeze Moruya,MORUYA,U91,192.9
Ampol Breeze Port Kembla,Port Kembla,DL,231.9
Ampol Breeze Port Kembla,Port Kembla,P95,205.9
Ampol Breeze Shoalhaven Heads,Shoalhaven Heads,P95,205.9
Ampol Breeze Shoalhaven Heads,Shoalhaven Heads,P98,214.9
Ampol Breeze Shoalhaven Heads,Shoalhaven Heads,U91,189.9
Ampol Breeze South Nowra,SOUTH NOWRA,DL,231.9
Ampol Breeze South Nowra,SOUTH NOWRA,P95,208.9
Ampol Breeze South Nowra,SOUTH NOWRA,P98,218.9
Ampol Breeze South Nowra,SOUTH NOWRA,U91,189.9
Ampol Breeze Vincentia,Vincentia,P95,207.9
Ampol Breeze Vincentia,Vincentia,P98,215.9
Ampol Breeze Vincentia,Vincentia,U91,191.9
Ampol Broken Hill,BROKEN HILL,DL,247.9
Ampol Broken Hill,BROKEN HILL,U91,207.9
Ampol Broken Hill Patton St,BROKEN HILL,DL,246.9
Ampol Broken Hill Patton St,BROKEN HILL,P98,229.9
Ampol Broken Hill Patton St,BROKEN HILL,U91,202.9
Ampol Brunkerville,BRUNKERVILLE,P98,214.9
Ampol Brunkerville,BRUNKERVILLE,U91,191.9
Ampol Cameron Park,CAMERON PARK,DL,234.5
Ampol Cameron Park,CAMERON PARK,E10,199.5
Ampol Cameron Park,CAMERON PARK,P98,228.5
Ampol Cameron Park,CAMERON PARK,U91,201.5
Ampol Casino,Casino,DL,243.9
Ampol Casino,Casino,U91,197.9
Ampol Castlereagh,CASTLEREAGH,P95,205.9
Ampol Castlereagh,CASTLEREAGH,P98,214.9
Ampol Castlereagh,CASTLEREAGH,U91,187.9
Ampol Chittaway,CHITTAWAY BAY,DL,239.9
Ampol Chittaway,CHITTAWAY BAY,P98,224.9
Ampol Chittaway,CHITTAWAY BAY,U91,203.9
Ampol Cooma,COOMA,DL,242.9
Ampol Cooma,COOMA,P98,225.9
Ampol Cooma,COOMA,U91,203.9
Ampol Cooma Truck Stop Polo Flat,POLO FLAT,DL,236.9
Ampol Cooma Truck Stop Polo Flat,POLO FLAT,P98,220.9
Ampol Cooma Truck Stop Polo Flat,POLO FLAT,U91,197.9
Ampol Cowra,COWRA,E10,197.9
Ampol Cowra,COWRA,P98,222.9
Ampol Cowra,COWRA,U91,199.9
Ampol Denham Court,DENHAM COURT,DL,236.5
Ampol Denham Court,DENHAM COURT,E10,189.5
Ampol Denham Court,DENHAM COURT,P95,205.5
Ampol Denham Court,DENHAM COURT,P98,213.5
Ampol Denham Court,DENHAM COURT,U91,191.5
Ampol Deniliquin Cobb Highway,Deniliquin,DL,242.9
Ampol Deniliquin Cobb Highway,Deniliquin,P98,229.9
Ampol Deniliquin Cobb Highway,Deniliquin,U91,204.9
Ampol Deniliquin North Junction,Deniliquin,DL,242.9
Ampol Deniliquin North Junction,Deniliquin,P98,229.9
Ampol Deniliquin North Junction,Deniliquin,U91,204.9
Ampol Denman,DENMAN,DL,235.9
Ampol Denman,DENMAN,P98,223.9
Ampol Denman,DENMAN,U91,199.9
Ampol Dubbo North Diesel Stop,DUBBO NORTH,DL,246.9
Ampol Dunedoo,DUNEDOO,DL,234.9
Ampol Dunedoo,DUNEDOO,E10,197.9
Ampol Dunedoo,DUNEDOO,P98,229.9
Ampol Dunedoo,DUNEDOO,U91,199.9
Ampol Eastern Creek Diesel Stop,Eastern Creek,DL,240.9
Ampol Elermore Vale,Elermore Vale,P95,215.7
Ampol Elermore Vale,Elermore Vale,P98,224.7
Ampol Elermore Vale,Elermore Vale,U91,196.7
Ampol Fairy Meadow,FAIRY MEADOW,E10,199.9
Ampol Fairy Meadow,FAIRY MEADOW,P95,218.9
Ampol Fairy Meadow,FAIRY MEADOW,P98,228.9
Ampol Finley Diesel Stop,Finley,DL,242.9
Ampol Foodary Albion Park Rail,ALBION PARK RAIL,E10,195.9
Ampol Foodary Albion Park Rail,ALBION PARK RAIL,P95,214.9
Ampol Foodary Albion Park Rail,ALBION PARK RAIL,P98,224.9
Ampol Foodary Albion Park Rail,ALBION PARK RAIL,U91,197.9
Ampol Foodary Albury North,NORTH ALBURY,DL,239.9
Ampol Foodary Albury North,NORTH ALBURY,P98,229.9
Ampol Foodary Albury North,NORTH ALBURY,U91,202.9
Ampol Foodary Alexandria,ALEXANDRIA,E10,187.9
Ampol Foodary Alexandria,ALEXANDRIA,P95,207.9
Ampol Foodary Alexandria,ALEXANDRIA,P98,216.9
Ampol Foodary Alexandria,ALEXANDRIA,U91,189.9
Ampol Foodary Ambarvale,Ambarvale,E10,194.9
Ampol Foodary Ambarvale,Ambarvale,P95,214.9
Ampol Foodary Ambarvale,Ambarvale,P98,224.9
Ampol Foodary Ambarvale,Ambarvale,U91,196.9
Ampol Foodary Armidale,ARMIDALE,P95,209.5
Ampol Foodary Armidale,ARMIDALE,P98,225.9
Ampol Foodary Armidale,ARMIDALE,U91,198
Ampol Foodary Austral,AUSTRAL,DL,242.9
Ampol Foodary Austral,AUSTRAL,E10,194.9
Ampol Foodary Austral,AUSTRAL,P95,213.9
Ampol Foodary Austral,AUSTRAL,P98,223.9
Ampol Foodary Austral,AUSTRAL,U91,196.9
Ampol Foodary Banora Point West,BANORA POINT WEST,E10,199.9
Ampol Foodary Banora Point West,BANORA POINT WEST,P95,218.9
Ampol Foodary Banora Point West,BANORA POINT WEST,P98,228.9
Ampol Foodary Banora Point West,BANORA POINT WEST,U91,201.9
Ampol Foodary Barrack Heights,BARRACK HEIGHTS,E10,199.9
Ampol Foodary Barrack Heights,BARRACK HEIGHTS,P95,218.9
Ampol Foodary Barrack Heights,BARRACK HEIGHTS,P98,228.9
Ampol Foodary Barrack Heights,BARRACK HEIGHTS,U91,201.9
Ampol Foodary Batemans Bay,BATEMANS BAY,DL,245.9
Ampol Foodary Batemans Bay,BATEMANS BAY,E10,197.9
Ampol Foodary Batemans Bay,BATEMANS BAY,P95,216.9
Ampol Foodary Batemans Bay,BATEMANS BAY,P98,226.9
Ampol Foodary Batemans Bay,BATEMANS BAY,U91,199.9
Ampol Foodary Beacon Hill,BEACON HILL,E10,194.9
Ampol Foodary Beacon Hill,BEACON HILL,P95,213.9
Ampol Foodary Beacon Hill,BEACON HILL,P98,223.9
Ampol Foodary Beacon Hill,BEACON HILL,U91,196.9
Ampol Foodary Belmont North,BELMONT NORTH,E10,199.9
Ampol Foodary Belmont North,BELMONT NORTH,P95,218.9
Ampol Foodary Belmont North,BELMONT NORTH,P98,228.9
Ampol Foodary Belmont North,BELMONT NORTH,U91,201.9
Ampol Foodary Belrose,Belrose,E10,194.9
Ampol Foodary Belrose,Belrose,P95,213.9
Ampol Foodary Belrose,Belrose,P98,223.9
Ampol Foodary Belrose,Belrose,U91,196.9
Ampol Foodary Berowra,BEROWRA,P95,216.9
Ampol Foodary Berowra,BEROWRA,P98,226.9
Ampol Foodary Berowra,BEROWRA,U91,199.9
Ampol Foodary Bomaderry,Bomaderry,E10,196.9
Ampol Foodary Bomaderry,Bomaderry,P95,215.9
Ampol Foodary Bomaderry,Bomaderry,P98,225.9
Ampol Foodary Bomaderry,Bomaderry,U91,198.9
Ampol Foodary Bondi North,NORTH BONDI,E10,194.9
Ampol Foodary Bondi North,NORTH BONDI,P95,213.9
Ampol Foodary Bondi North,NORTH BONDI,P98,223.9
Ampol Foodary Bondi North,NORTH BONDI,U91,196.9
Ampol Foodary Braddon,BRADDON,E10,204.9
Ampol Foodary Braddon,BRADDON,P95,223.9
Ampol Foodary Braddon,BRADDON,P98,233.9
Ampol Foodary Braddon,BRADDON,U91,206.9
Ampol Foodary Broken Hill,BROKEN HILL,P95,226.9
Ampol Foodary Broken Hill,BROKEN HILL,P98,236.9
Ampol Foodary Broken Hill,BROKEN HILL,U91,209.9
Ampol Foodary Brookvale,BROOKVALE,E10,194.9
Ampol Foodary Brookvale,BROOKVALE,P95,213.9
Ampol Foodary Brookvale,BROOKVALE,P98,223.9
Ampol Foodary Brookvale,BROOKVALE,U91,196.9
