station,suburb,fuel_type,price
Ampol Foodary Lismore Airport,SOUTH LISMORE,E10,201.9
Ampol Foodary Lismore Airport,SOUTH LISMORE,P98,230.9
Ampol Foodary Lismore Airport,SOUTH LISMORE,U91,203.9
Ampol Foodary Luddenham,LUDDENHAM,E10,200.9
Ampol Foodary Luddenham,LUDDENHAM,P95,211.9
Ampol Foodary Luddenham,LUDDENHAM,P98,222.9
Ampol Foodary Luddenham,LUDDENHAM,U91,202.9
Ampol Foodary Macksville,MACKSVILLE,DL,249.9
Ampol Foodary Macksville,MACKSVILLE,E10,209.9
Ampol Foodary Macksville,MACKSVILLE,P95,228.9
Ampol Foodary Manly,MANLY,E10,194.9
Ampol Foodary Manly,MANLY,P95,213.9
Ampol Foodary Manly,MANLY,P98,223.9
Ampol Foodary Manly,MANLY,U91,196.9
Ampol Foodary Manly Vale,MANLY VALE,E10,194.9
Ampol Foodary Manly Vale,MANLY VALE,P95,213.9
Ampol Foodary Manly Vale,MANLY VALE,P98,223.9
Ampol Foodary Marsden Park,MARSDEN PARK,DL,239.9
Ampol Foodary Marsden Park,MARSDEN PARK,E10,191.9
Ampol Foodary Marsden Park,MARSDEN PARK,P95,210.9
Ampol Foodary Marsden Park,MARSDEN PARK,P98,220.9
Ampol Foodary Marsden Park,MARSDEN PARK,U91,193.9
Ampol Foodary Maryland,WALLSEND,E10,202.9
Ampol Foodary Maryland,WALLSEND,P95,221.9
Ampol Foodary Maryland,WALLSEND,P98,231.9
Ampol Foodary Maryland,WALLSEND,U91,204.9
Ampol Foodary Mcdougalls Hill,McDougalls Hill,DL,243.9
Ampol Foodary Mcdougalls Hill,McDougalls Hill,E10,198.9
Ampol Foodary Mcdougalls Hill,McDougalls Hill,P95,217.9
Ampol Foodary Mcdougalls Hill,McDougalls Hill,P98,227.9
Ampol Foodary Mcdougalls Hill,McDougalls Hill,U91,200.9
Ampol Foodary Menai,Menai,E10,193.9
Ampol Foodary Menai,Menai,P95,205.9
Ampol Foodary Menai,Menai,P98,222.9
Ampol Foodary Merimbula,MERIMBULA,E10,207.9
Ampol Foodary Merimbula,MERIMBULA,P95,226.9
Ampol Foodary Merimbula,MERIMBULA,P98,236.9
Ampol Foodary Merimbula,MERIMBULA,U91,209.9
Ampol Foodary Merrylands,MERRYLANDS,E10,191.9
Ampol Foodary Merrylands,MERRYLANDS,P95,211.9
Ampol Foodary Merrylands,MERRYLANDS,P98,220.9
Ampol Foodary Merrylands,MERRYLANDS,U91,193.9
Ampol Foodary Miller,MILLER,E10,194.9
Ampol Foodary Miller,MILLER,P98,223.9
Ampol Foodary Miller,MILLER,U91,196.9
Ampol Foodary Moama,MOAMA,DL,242.9
Ampol Foodary Moama,MOAMA,P98,226.9
Ampol Foodary Moama,MOAMA,U91,199.9
Ampol Foodary Moonbi,MOONBI,DL,243.9
Ampol Foodary Moonbi,MOONBI,E10,204.9
Ampol Foodary Moonbi,MOONBI,P95,223.9
Ampol Foodary Moorebank,MOOREBANK,DL,237.9
Ampol Foodary Moorebank,MOOREBANK,E10,194.9
Ampol Foodary Moorebank,MOOREBANK,P95,213.9
Ampol Foodary Moorebank,MOOREBANK,P98,223.9
Ampol Foodary Moorebank,MOOREBANK,U91,196.9
Ampol Foodary Moree,MOREE,E10,202.9
Ampol Foodary Moree,MOREE,P95,221.9
Ampol Foodary Moree,MOREE,P98,231.9
Ampol Foodary Moree,MOREE,U91,204.9
Ampol Foodary Morisset,MORISSET,E10,189.9
Ampol Foodary Morisset,MORISSET,P98,218.9
Ampol Foodary Morisset,MORISSET,U91,191.9
Ampol Foodary Mt Victoria,MOUNT VICTORIA,E10,205.9
Ampol Foodary Mt Victoria,MOUNT VICTORIA,P95,224.9
Ampol Foodary Mt Victoria,MOUNT VICTORIA,P98,234.9
Ampol Foodary Mudgee,MUDGEE,E10,202.9
Ampol Foodary Mudgee,MUDGEE,P95,221.9
Ampol Foodary Mudgee,MUDGEE,P98,231.9
Ampol Foodary Mudgee,MUDGEE,U91,204.9
Ampol Foodary Murwillumbah,SOUTH MURWILLUMBAH,E10,207.9
Ampol Foodary Murwillumbah,SOUTH MURWILLUMBAH,P95,226.9
Ampol Foodary Murwillumbah,SOUTH MURWILLUMBAH,P98,236.9
Ampol Foodary Muswellbrook,MUSWELLBROOK,E10,187.2
Ampol Foodary Muswellbrook,MUSWELLBROOK,P95,206.2
Ampol Foodary Muswellbrook,MUSWELLBROOK,P98,216.2
Ampol Foodary Muswellbrook,MUSWELLBROOK,U91,189.2
Ampol Foodary Nabiac,NABIAC,E10,199.9
Ampol Foodary Nabiac,NABIAC,P95,218.9
Ampol Foodary Nabiac,NABIAC,P98,228.9
Ampol Foodary Nabiac,NABIAC,U91,201.9
Ampol Foodary Narellan,NARELLAN,E10,194.9
Ampol Foodary Narellan,NARELLAN,P95,213.9
Ampol Foodary Narellan,NARELLAN,P98,223.9
Ampol Foodary Narellan,NARELLAN,U91,196.9
Ampol Foodary Narrabeen,NORTH NARRABEEN,E10,194.9
Ampol Foodary Narrabeen,NORTH NARRABEEN,P95,213.9
Ampol Foodary Narrabeen,NORTH NARRABEEN,P98,223.9
Ampol Foodary Narrabeen,NORTH NARRABEEN,U91,196.9
Ampol Foodary Narrabri,NARRABRI,E10,204.9
Ampol Foodary Narrabri,NARRABRI,P95,223.9
Ampol Foodary Narrabri,NARRABRI,P98,233.9
Ampol Foodary Narrabri,NARRABRI,U91,206.9
Ampol Foodary Neutral Bay,Neutral Bay,E10,194.9
Ampol Foodary Neutral Bay,Neutral Bay,P95,210.9
Ampol Foodary Neutral Bay,Neutral Bay,P98,218.9
Ampol Foodary Neutral Bay,Neutral Bay,U91,196.9
Ampol Foodary New Lambton,NEW LAMBTON,E10,202.9
Ampol Foodary New Lambton,NEW LAMBTON,P95,221.9
Ampol Foodary New Lambton,NEW LAMBTON,P98,231.9
Ampol Foodary New Lambton,NEW LAMBTON,U91,204.9
Ampol Foodary Nicholls,Nicholls,E10,202.9
Ampol Foodary Nicholls,Nicholls,P95,221.9
Ampol Foodary Nicholls,Nicholls,P98,231.9
Ampol Foodary Nicholls,Nicholls,U91,204.9
Ampol Foodary North Richmond,NORTH RICHMOND,E10,194.9
Ampol Foodary North Richmond,NORTH RICHMOND,P95,213.9
Ampol Foodary North Richmond,NORTH RICHMOND,P98,223.9
Ampol Foodary North Richmond,NORTH RICHMOND,U91,196.9
Ampol Foodary North Ryde,North Ryde,E10,194.9
Ampol Foodary North Ryde,North Ryde,P95,213.9
Ampol Foodary North Ryde,North Ryde,P98,223.9
Ampol Foodary North Ryde,North Ryde,U91,196.9
Ampol Foodary Northend Wagga Wagga,WAGGA WAGGA,E10,187.9
Ampol Foodary Northend Wagga Wagga,WAGGA WAGGA,P95,201.9
Ampol Foodary Northend Wagga Wagga,WAGGA WAGGA,P98,208.9
Ampol Foodary Northend Wagga Wagga,WAGGA WAGGA,U91,189.9
Ampol Foodary Northmead,Northmead,E10,194.9
Ampol Foodary Northmead,Northmead,P95,213.9
Ampol Foodary Northmead,Northmead,P98,223.9
Ampol Foodary Northmead,Northmead,U91,196.9
Ampol Foodary Nowra South,South Nowra,E10,187.9
Ampol Foodary Nowra South,South Nowra,P95,209.9
Ampol Foodary Nowra South,South Nowra,P98,218.9
Ampol Foodary Nowra South,South Nowra,U91,189.9
Ampol Foodary Padstow,Padstow,E10,187.9
Ampol Foodary Padstow,Padstow,P95,207.9
Ampol Foodary Padstow,Padstow,P98,215.9
Ampol Foodary Padstow,Padstow,U91,189.9
Ampol Foodary Pendle Hill,Pendle Hill,P95,216.9
Ampol Foodary Pendle Hill,Pendle Hill,P98,226.9
Ampol Foodary Pendle Hill,Pendle Hill,U91,199.9
Ampol Foodary Penrith,PENRITH,E10,194.9
Ampol Foodary Penrith,PENRITH,P95,213.9
Ampol Foodary Penrith,PENRITH,P98,223.9
Ampol Foodary Penrith,PENRITH,U91,196.9
Ampol Foodary Penrith,Penrith,DL,246.9
Ampol Foodary Penrith,Penrith,E10,194.9
Ampol Foodary Penrith,Penrith,P95,213.9
Ampol Foodary Penrith,Penrith,P98,223.9
Ampol Foodary Penrith,Penrith,U91,196.9
Ampol Foodary Pheasants Nest Northbound,Pheasants Nest,DL,241.9
Ampol Foodary Pheasants Nest Northbound,Pheasants Nest,E10,202.9
Ampol Foodary Pheasants Nest Northbound,Pheasants Nest,P95,221.9
Ampol Foodary Pheasants Nest Northbound,Pheasants Nest,P98,231.9
Ampol Foodary Pheasants Nest Northbound,Pheasants Nest,U91,204.9
Ampol Foodary Pheasants Nest South Bound,Pheasants Nest,DL,241.9
Ampol Foodary Pheasants Nest South Bound,Pheasants Nest,E10,202.9
Ampol Foodary Pheasants Nest South Bound,Pheasants Nest,P95,221.9
Ampol Foodary Pheasants Nest South Bound,Pheasants Nest,P98,231.9
Ampol Foodary Pheasants Nest South Bound,Pheasants Nest,U91,204.9
Ampol Foodary Port Macquarie,PORT MACQUARIE,E10,205.9
Ampol Foodary Port Macquarie,PORT MACQUARIE,P95,224.9
Ampol Foodary Port Macquarie,PORT MACQUARIE,P98,234.9
Ampol Foodary Port Macquarie,PORT MACQUARIE,U91,207.9
Ampol Foodary Punchbowl,PUNCHBOWL,E10,194.9
Ampol Foodary Punchbowl,PUNCHBOWL,P95,213.9
Ampol Foodary Punchbowl,PUNCHBOWL,P98,223.9
Ampol Foodary Punchbowl,PUNCHBOWL,U91,196.9
Ampol Foodary Queanbeyan,QUEANBEYAN EAST,E10,203.9
Ampol Foodary Queanbeyan,QUEANBEYAN EAST,P95,222.9
Ampol Foodary Queanbeyan,QUEANBEYAN EAST,U91,205.9
Ampol Foodary Queanbeyan,QUEANBEYAN WEST,E10,197.9
Ampol Foodary Queanbeyan,QUEANBEYAN WEST,P95,216.9
Ampol Foodary Queanbeyan,QUEANBEYAN WEST,P98,226.9
Ampol Foodary Randwick,RANDWICK,E10,194.9
Ampol Foodary Randwick,RANDWICK,P95,213.9
Ampol Foodary Randwick,RANDWICK,P98,223.9
Ampol Foodary Randwick,RANDWICK,U91,196.9
Ampol Foodary Raymond Terrace North,RAYMOND TERRACE,E10,199.9
Ampol Foodary Raymond Terrace North,RAYMOND TERRACE,P95,218.9
Ampol Foodary Raymond Terrace North,RAYMOND TERRACE,P98,228.9
Ampol Foodary Revesby,REVESBY,E10,194.9
Ampol Foodary Revesby,REVESBY,P95,213.9
Ampol Foodary Revesby,REVESBY,P98,223.9
Ampol Foodary Revesby,REVESBY,U91,196.9
Ampol Foodary Rosebery,ROSEBERY,E10,190.9
Ampol Foodary Rosebery,ROSEBERY,P95,209.9
Ampol Foodary Rosebery,ROSEBERY,P98,219.9
Ampol Foodary Rosebery,ROSEBERY,U91,192.9
Ampol Foodary Rutherford,RUTHERFORD,P95,217.9
Ampol Foodary Rutherford,RUTHERFORD,P98,227.9
Ampol Foodary Rutherford,RUTHERFORD,U91,200.9
Ampol Foodary Rutherford West,RUTHERFORD,E10,204.9
Ampol Foodary Rutherford West,RUTHERFORD,P95,223.9
Ampol Foodary Rutherford West,RUTHERFORD,P98,233.9
Ampol Foodary Rutherford West,RUTHERFORD,U91,206.9
Ampol Foodary Rydalmere,RYDALMERE,E10,194.9
Ampol Foodary Rydalmere,RYDALMERE,P95,213.9
Ampol Foodary Rydalmere,RYDALMERE,P98,223.9
Ampol Foodary Rydalmere,RYDALMERE,U91,196.9
Ampol Foodary Salt Ash,SALT ASH,E10,194.9
Ampol Foodary Salt Ash,SALT ASH,P95,213.9
Ampol Foodary Salt Ash,SALT ASH,P98,223.9
Ampol Foodary Salt Ash,SALT ASH,U91,196.9
Ampol Foodary Seven Hills,SEVEN HILLS,E10,197.9
Ampol Foodary Seven Hills,SEVEN HILLS,P95,216.9
Ampol Foodary Seven Hills,SEVEN HILLS,P98,226.9
Ampol Foodary Seven Hills,Seven Hills,DL,246.9
Ampol Foodary Seven Hills,Seven Hills,E10,197.9
Ampol Foodary Seven Hills,Seven Hills,P95,216.9
Ampol Foodary Seven Hills,Seven Hills,P98,226.9
Ampol Foodary Seven Hills,Seven Hills,U91,199.9
Ampol Foodary St Ives,ST IVES,E10,194.9
Ampol Foodary St Ives,ST IVES,P95,213.9
Ampol Foodary St Ives,ST IVES,P98,223.9
Ampol Foodary St Ives,ST IVES,U91,196.9
Ampol Foodary St Ives North,ST IVES NORTH,E10,194.9
Ampol Foodary St Ives North,ST IVES NORTH,P95,213.9
Ampol Foodary St Ives North,ST IVES NORTH,P98,223.9
Ampol Foodary St Ives North,ST IVES NORTH,U91,196.9
Ampol Foodary Strathfield South,STRATHFIELD SOUTH,E10,189.9
Ampol Foodary Strathfield South,STRATHFIELD SOUTH,P95,208.9
Ampol Foodary Strathfield South,STRATHFIELD SOUTH,P98,218.9
Ampol Foodary Strathfield South,STRATHFIELD SOUTH,U91,191.9
Ampol Foodary Swansea,SWANSEA,E10,199.9
Ampol Foodary Swansea,SWANSEA,P95,218.9
Ampol Foodary Swansea,SWANSEA,P98,228.9
Ampol Foodary Swansea,SWANSEA,U91,201.9
Ampol Foodary Tamworth,TAMINDA,E10,205.9
Ampol Foodary Tamworth,TAMINDA,P95,224.9
Ampol Foodary Tamworth,TAMINDA,P98,234.9
Ampol Foodary Tamworth Orana,Tamworth,E10,206.9
Ampol Foodary Tamworth Orana,Tamworth,P95,225.9
Ampol Foodary Tamworth Orana,Tamworth,P98,235.9
Ampol Foodary Tamworth Orana,Tamworth,U91,208.9
Ampol Foodary Taree,Taree South,DL,242.9
Ampol Foodary Taree,Taree South,E10,205.9
Ampol Foodary Taree,Taree South,P95,224.9
Ampol Foodary Taree,Taree South,P98,234.9
Ampol Foodary Taree,Taree South,U91,207.9
Ampol Foodary Tempe,TEMPE,E10,194.9
Ampol Foodary Tempe,TEMPE,P95,212.9
Ampol Foodary Tempe,TEMPE,P98,222.9
Ampol Foodary Tempe,TEMPE,U91,196.9
Ampol Foodary Thornleigh,THORNLEIGH,E10,191.9
Ampol Foodary Thornleigh,THORNLEIGH,P95,211.4
Ampol Foodary Thornleigh,THORNLEIGH,P98,220.9
Ampol Foodary Thornleigh,THORNLEIGH,U91,193.9
Ampol Foodary Toormina,TOORMINA,E10,201.9
Ampol Foodary Toormina,TOORMINA,P95,220.9
Ampol Foodary Toormina,TOORMINA,U91,203.9
Ampol Foodary Toronto,TORONTO,E10,199.9
Ampol Foodary Toronto,TORONTO,P95,218.9
Ampol Foodary Toronto,TORONTO,P98,228.9
Ampol Foodary Toronto,TORONTO,U91,201.9
Ampol Foodary Tweed Heads West,Tweed Heads West,E10,199.9
Ampol Foodary Tweed Heads West,Tweed Heads West,P98,228.9
Ampol Foodary Tweed Heads West,Tweed Heads West,U91,201.9
Ampol Foodary Unanderra,UNANDERRA,E10,194.9
Ampol Foodary Unanderra,UNANDERRA,P95,213.9
Ampol Foodary Unanderra,UNANDERRA,P98,223.9
Ampol Foodary Unanderra,UNANDERRA,U91,196.9
Ampol Foodary Wagga Wagga,WAGGA WAGGA,E10,191.9
Ampol Foodary Wagga Wagga,WAGGA WAGGA,P95,210.9
Ampol Foodary Wagga Wagga,WAGGA WAGGA,P98,219.9
Ampol Foodary Wagga Wagga,WAGGA WAGGA,U91,193.9
Ampol Foodary Waitara,WAITARA,E10,194.9
Ampol Foodary Waitara,WAITARA,P95,213.9
Ampol Foodary Waitara,WAITARA,P98,223.9
Ampol Foodary Waitara,WAITARA,U91,196.9
Ampol Foodary Wamberal,WAMBERAL,E10,199.9
Ampol Foodary Wamberal,WAMBERAL,P95,218.9
Ampol Foodary Wamberal,WAMBERAL,P98,228.9
Ampol Foodary Wamberal,WAMBERAL,U91,201.9
Ampol Foodary Warners Bay,WARNERS BAY,E10,203.9
Ampol Foodary Warners Bay,WARNERS BAY,P98,232.9
Ampol Foodary Warners Bay,WARNERS BAY,U91,205.9
Ampol Foodary Wentworthville,SOUTH WENTWORTHVILLE,E10,197.9
Ampol Foodary Wentworthville,SOUTH WENTWORTHVILLE,P95,216.9
Ampol Foodary Wentworthville,SOUTH WENTWORTHVILLE,P98,226.9
Ampol Foodary Wentworthville,SOUTH WENTWORTHVILLE,U91,199.9
Ampol Foodary Werrington,WERRINGTON,E10,194.9
Ampol Foodary Werrington,WERRINGTON,P95,213.9
Ampol Foodary Werrington,WERRINGTON,P98,223.9
Ampol Foodary Werrington,WERRINGTON,U91,196.9
Ampol Foodary West Wyalong,West Wyalong,DL,246.9
Ampol Foodary West Wyalong,West Wyalong,E10,206.9
Ampol Foodary West Wyalong,West Wyalong,P95,225.9
Ampol Foodary West Wyalong,West Wyalong,P98,235.9
Ampol Foodary Weston,WESTON,P95,223.9
Ampol Foodary Weston,WESTON,P98,233.9
Ampol Foodary Weston,WESTON,U91,206.9
Ampol Foodary Weston Creek,Weston,E10,204.9
Ampol Foodary Weston Creek,Weston,P95,223.9
Ampol Foodary Weston Creek,Weston,P98,233.9
Ampol Foodary Weston Creek,Weston,U91,206.9
Ampol Foodary Wetherill Park,WETHERILL PARK,DL,238.9
Ampol Foodary Wetherill Park,WETHERILL PARK,E10,191.9
Ampol Foodary Wetherill Park,WETHERILL PARK,P95,211.9
Ampol Foodary Wetherill Park,WETHERILL PARK,P98,220.9
Ampol Foodary Wetherill Park,WETHERILL PARK,U91,193.9
Ampol Foodary Windsor South,Windsor South,DL,239.9
Ampol Foodary Windsor South,Windsor South,E10,194.9
Ampol Foodary Windsor South,Windsor South,P95,213.9
Ampol Foodary Windsor South,Windsor South,P98,223.9
Ampol Foodary Windsor South,Windsor South,U91,196.9
Ampol Foodary Wingham,WINGHAM,P95,227.9
Ampol Foodary Wollongong North,Wollongong North,E10,197.9
Ampol Foodary Wollongong North,Wollongong North,P95,216.9
Ampol Foodary Wollongong North,Wollongong North,P98,226.9
Ampol Foodary Wollongong North,Wollongong North,U91,199.9
Ampol Foodary Woollahra,WOOLLAHRA,E10,194.9
Ampol Foodary Woollahra,WOOLLAHRA,P95,213.9
Ampol Foodary Woollahra,WOOLLAHRA,P98,223.9
Ampol Foodary Woollahra,WOOLLAHRA,U91,196.9
Ampol Foodary Woolooware,WOOLOOWARE,E10,194.9
Ampol Foodary Woolooware,WOOLOOWARE,P98,223.9
Ampol Foodary Woolooware,WOOLOOWARE,U91,196.9
Ampol Foodary Woy Woy,BLACKWALL,E10,199.9
Ampol Foodary Woy Woy,BLACKWALL,P98,228.9
Ampol Foodary Woy Woy,BLACKWALL,U91,201.9
Ampol Foodary Wyoming,WYOMING,E10,199.9
Ampol Foodary Wyoming,WYOMING,P95,218.9
Ampol Foodary Wyoming,WYOMING,P98,228.9
Ampol Foodary Wyoming,WYOMING,U91,201.9
Ampol Foodary Wyong M1 Northbound Diesel,Wyong,DL,239.9
Ampol Foodary Wyong M1 Northbound Diesel,Wyong,E10,212.9
Ampol Foodary Wyong M1 Northbound Diesel,Wyong,P95,229.9
Ampol Foodary Wyong M1 Northbound Petrol,Wyong,E10,212.9
Ampol Foodary Wyong M1 Northbound Petrol,Wyong,P95,229.9
Ampol Foodary Wyong M1 Northbound Petrol,Wyong,P98,239.9
Ampol Foodary Wyong M1 Northbound Petrol,Wyong,U91,214.9
Ampol Foodary Wyong M1 Southbound Diesel,Wyong,DL,239.9
Ampol Foodary Wyong M1 Southbound Diesel,Wyong,E10,212.9
Ampol Foodary Wyong M1 Southbound Diesel,Wyong,P95,229.9
Ampol Foodary Wyong M1 Southbound Petrol,Wyong,E10,212.9
Ampol Foodary Wyong M1 Southbound Petrol,Wyong,P95,229.9
Ampol Foodary Wyong M1 Southbound Petrol,Wyong,P98,239.9
Ampol Foodary Wyong M1 Southbound Petrol,Wyong,U91,214.9
Ampol Foodary Yass,YASS,E10,200.9
Ampol Foodary Yass,YASS,P95,219.9
Ampol Foodary Yass,YASS,P98,229.9
Ampol Foodary Yass,YASS,U91,202.9
Ampol Foodary Yass,Yass,DL,241.9
Ampol Foodary Yass,Yass,E10,202.9
Ampol Foodary Yass,Yass,P95,221.9
Ampol Foodary Yass,Yass,P98,231.9
Ampol Fyshwick,FYSHWICK,P95,229.9
Ampol Fyshwick,FYSHWICK,P98,239.9
Ampol Fyshwick,FYSHWICK,U91,206.9
Ampol Gerringong,GERRINGONG,E10,196.9
Ampol Gerringong,GERRINGONG,P98,218.9
Ampol Gerringong,GERRINGONG,U91,198.9
Ampol Goulburn Depot,Goulburn,DL,231.9
Ampol Greta,Greta,DL,237.5
Ampol Greta,Greta,E10,195.5
Ampol Greta,Greta,P98,219.5
Ampol Greta,Greta,U91,197.5
Ampol Griffith,GRIFFITH,DL,242.9
Ampol Griffith,GRIFFITH,P95,223.9
Ampol Griffith,GRIFFITH,P98,229.9
Ampol Griffith,GRIFFITH,U91,204.9
Ampol Guyra,GUYRA,DL,239.5
Ampol Guyra,GUYRA,P98,214.5
Ampol Guyra,GUYRA,U91,189.5
Ampol Hay,Hay,DL,245.9
Ampol Hay,Hay,U91,207.9
Ampol Hay South,Hay,DL,242.9
Ampol Hay South,Hay,P98,229.9
Ampol Hay South,Hay,U91,204.9
Ampol Heatherbrae,HEATHERBRAE,E10,193.9
Ampol Heatherbrae,HEATHERBRAE,P98,223.9
Ampol Heatherbrae,HEATHERBRAE,U91,195.9
Ampol Hexham Diesel Stop,Hexham,DL,242.9
Ampol Holbrook,HOLBROOK,P98,234.9
Ampol Holbrook,HOLBROOK,U91,207.9
Ampol Hornsby Heights,Hornsby Heights,P95,208.9
Ampol Hornsby Heights,Hornsby Heights,P98,217.9
Ampol Hornsby Heights,Hornsby Heights,U91,189.9
Ampol Hume,Hume,DL,239.9
Ampol Iluka,ILUKA,DL,237.9
Ampol Iluka,ILUKA,P98,219.9
Ampol Iluka,ILUKA,U91,199.9
Ampol Ingleburn Diesel Stop,Ingleburn,DL,240.9
Ampol Inverell Road House,INVERELL,P98,221.9
Ampol Inverell Road House,INVERELL,U91,198.9
Ampol Jerilderie,Jerilderie,DL,242.9
Ampol Jerilderie,Jerilderie,P98,229.9
Ampol Jerilderie,Jerilderie,U91,204.9
Ampol Kelso,KELSO,DL,233.9
Ampol Kelso,KELSO,E10,187.9
Ampol Kelso,KELSO,P98,211.9
Ampol Kelso,KELSO,U91,189.9
Ampol Kurri Kurri,KURRI KURRI,DL,235.9
Ampol Kurri Kurri,KURRI KURRI,P98,218.9
Ampol Kurri Kurri,KURRI KURRI,U91,198.9
Ampol Marulan,MARULAN,DL,231.9
Ampol Marulan,MARULAN,P95,204.9
Ampol Marulan,MARULAN,P98,214.9
Ampol Marulan,MARULAN,U91,189.9
Ampol Mathoura,Mathoura,DL,242.9
Ampol Mathoura,Mathoura,P98,229.9
Ampol Mathoura,Mathoura,U91,204.9
Ampol Mitchell Canberra,MITCHELL,DL,238.9
Ampol Mitchell Canberra,MITCHELL,P98,227.9
Ampol Mitchell Canberra,MITCHELL,U91,198.9
Ampol Mittagong,MITTAGONG,E10,198.9
Ampol Mittagong,MITTAGONG,P95,218.9
Ampol Mittagong,MITTAGONG,P98,228.9
Ampol Mittagong,MITTAGONG,U91,200.9
Ampol Moama Diesel Stop,MOAMA,DL,242.9
Ampol Mudgee,Mudgee,P95,229.9
Ampol Mudgee,Mudgee,U91,219.9
Ampol Narwee,NARWEE,E10,184.9
Ampol Narwee,NARWEE,P95,207.9
Ampol Narwee,NARWEE,P98,217.9
Ampol Narwee,NARWEE,U91,191.9
Ampol Neath,NEATH,E10,199.9
Ampol Neath,NEATH,P95,212.9
Ampol Neath,NEATH,P98,222.9
Ampol Neath,NEATH,U91,201.9
Ampol Nemingha,NEMINGHA,DL,239.9
Ampol Nyngan,NYNGAN,DL,237.5
Ampol Nyngan,NYNGAN,P98,219.5
Ampol Nyngan,NYNGAN,U91,197.5
Ampol Port Macquarie,PORT MACQUARIE,U91,202.9
Ampol Rankins Springs,Rankins Springs,DL,245
Ampol Rankins Springs,Rankins Springs,P95,215
Ampol Rankins Springs,Rankins Springs,U91,206
Ampol Roadhouse Tamworth,Hillvue,DL,238.9
Ampol Roadhouse Tamworth,Hillvue,E10,196.9
Ampol Roadhouse Tamworth,Hillvue,P95,216.9
Ampol Roadhouse Tamworth,Hillvue,P98,225.9
Ampol Roadhouse Tamworth,Hillvue,U91,199.9
Ampol Rutherford Diesel Stop,RUTHERFORD,DL,238.9
Ampol Service Station,FINLEY,DL,239.9
Ampol Service Station,FINLEY,P98,225.9
Ampol Service Station,FINLEY,U91,205.9
Ampol Smeaton Grange,SMEATON GRANGE,DL,233.9
Ampol Smeaton Grange,SMEATON GRANGE,P95,213.9
Ampol Smeaton Grange,SMEATON GRANGE,P98,221.9
Ampol Smeaton Grange,SMEATON GRANGE,U91,194.9
Ampol South Albury,SOUTH ALBURY,DL,245.9
Ampol South Albury,SOUTH ALBURY,P95,215.9
Ampol South Albury,SOUTH ALBURY,P98,224.9
Ampol South Albury,SOUTH ALBURY,U91,199.9
Ampol South Grafton,SOUTH GRAFTON,DL,239.9
Ampol South Grafton,SOUTH GRAFTON,E10,194.9
Ampol South Grafton,SOUTH GRAFTON,P98,222.9
Ampol South Grafton,SOUTH GRAFTON,U91,199.9
Ampol Tahmoor,BARGO,DL,239.9
Ampol Tahmoor,BARGO,P95,214.9
Ampol Tahmoor,BARGO,P98,224.9
Ampol Tahmoor,BARGO,U91,197.9
Ampol Tamworth,Tamworth,DL,239.9
Ampol The Oaks,THE OAKS,P98,223.9
Ampol The Oaks,THE OAKS,U91,196.8
Ampol Thirroul,Thirroul,DL,247.9
Ampol Thirroul,Thirroul,P95,220.9
Ampol Thirroul,Thirroul,U91,208.9
Ampol Tocumwal,Tocumwal,DL,242.9
Ampol Tocumwal,Tocumwal,P98,230.5
Ampol Tocumwal,Tocumwal,U91,204.9
Ampol Tuggerah,Tuggerah,DL,239.9
Ampol Tuggerah,Tuggerah,P98,224.9
Ampol Ulladulla,ULLADULLA,P95,217.9
Ampol Ulladulla,ULLADULLA,P98,227.9
Ampol Ulladulla,ULLADULLA,U91,199.9
Ampol Unanderra,UNANDERRA,DL,242.9
Ampol Unanderra,UNANDERRA,E10,193.9
Ampol Unanderra,UNANDERRA,P98,219.9
Ampol Unanderra,UNANDERRA,U91,195.9
Ampol Uranquinty,Uranquinty,DL,239.9
Ampol Uranquinty,Uranquinty,P98,215.9
Ampol Uranquinty,Uranquinty,U91,192.9
Ampol Village Grocer,KEMPS CREEK,P98,222.9
Ampol Village Grocer,KEMPS CREEK,U91,195.9
Ampol Wallacia,Wallacia,E10,189.5
Ampol Wallacia,Wallacia,P98,215.5
Ampol Wallacia,Wallacia,U91,193.5
Ampol Wallendbeen,WALLENDBEEN,DL,228.9
Ampol Wallendbeen,WALLENDBEEN,E10,187.9
Ampol Wallendbeen,WALLENDBEEN,P98,213.9
Ampol Wallendbeen,WALLENDBEEN,U91,189.9
Ampol Wallerawang,WALLERAWANG,DL,241.9
Ampol Wallerawang,WALLERAWANG,U91,205.9
Ampol Warrawong,WARRAWONG,E10,189.9
Ampol Warrawong,WARRAWONG,P98,217.9
Ampol Warrawong,WARRAWONG,U91,191.9
Ampol Wellington,WELLINGTON,DL,239.5
Ampol Wellington,WELLINGTON,P95,216.5
Ampol Wellington,WELLINGTON,P98,224.5
Ampol Wellington,WELLINGTON,U91,196.5
Ampol Wilcannia Roadhouse,WILCANNIA,DL,279.9
Ampol Wilcannia Roadhouse,WILCANNIA,P98,235.9
Ampol Wilcannia Roadhouse,WILCANNIA,U91,229.9
Ampol Winmalee,Winmalee,DL,239.5
Ampol Winmalee,Winmalee,P95,209.5
Ampol Winmalee,Winmalee,U91,194.5
Ampol Woolgoolga,Woolgoolga,DL,245.9
Andys Garage Bray Park,BRAY PARK,DL,239
Andys Garage Bray Park,BRAY PARK,P95,216
Andys Garage Bray Park,BRAY PARK,U91,206
