NATIONAL GEOCHEMICAL SURVEY OF AUSTRALIA: THE MERCURY CONCENTRATIONS DATASET,,,,,,,,,,
CITE AS: Schneider; L.; Taylor; J.R.; Caritat; P. de 2025. National Geochemical Survey of Australia: The Mercury Concentrations Dataset. Geoscience Australia Dataset; Canberra. https://pid.geoscience.gov.au/dataset/ga/150328,,,,,,,,,,
NOTES: NGSA SITEIDs were numbered from 2007190001 to 2007191600 then randomly allocated to individual States or the Northern Territory. As some SITEIDs were reserved for insertion of QA/QC samples and only 86% of targeted sites were sampled gaps occur in the list of SITEIDs (e.g. no data for SITEID = 2007190006),,,,,,,,,,
Geochemical data consist of total Hg concentrations. For more Methods details see Schneider et al. (2026) @ https://doi.org/10.1021/acs.est.5c11189,,,,,,,,,,
Extraction: Total Hg measured by direct analysis (no digestion) on approximately 100 mg of sample,,,,,,,,,,
Analysis: Milestone tri-cell direct mercury analyser (tri-cell DMA-80) reported in ng/g (= parts per billion; ppb) on dry weight basis with a Limit of Detection of 0.01 ng Hg,,,,,,,,,,
Additional geochemical data from the National Geochemical Survey of Australia available from http://dx.doi.org/10.11636/Record.2011.020; additional field site information available from http://pid.geoscience.gov.au/dataset/ga/70478,,,,,,,,,,
© Commonwealth of Australia (Geoscience Australia) 2025. This material is released under the Creative Commons Attribution 4.0 Australia Licence http://creativecommons.org/licenses/by/4.0/,,,,,,,,,,
,,,,,,,,,,
Last Updated: 31 March 2025,,,,,,,,,,
,,,,,,,,,,
SITEID,DATE_SAMPLED,LATITUDE_GDA94,LONGITUDE_GDA94,STATE,DUPLICATE_CODE,DUPLICATE_SITEID,SAMPLEID,GRAIN_SIZE,DEPTH,Hg_DMA_ng/g_0.01
2007190556,4/03/2008,-38.1559,147.0207,VIC, ,,2007190556001 Fine,<75 µm,TOS,154.19
2007190556,4/03/2008,-38.1559,147.0207,VIC, ,,2007190556002 Fine,<75 µm,BOS,76.78
2007190557,17/01/2008,-34.8884,118.0008,WA, ,,2007190557001 Fine,<75 µm,TOS,9.16
2007190557,17/01/2008,-34.8884,118.0008,WA, ,,2007190557002 Fine,<75 µm,BOS,131.22
2007190558,10/11/2007,-19.2302,146.6271,QLD, ,,2007190558001 Fine,<75 µm,TOS,8.13
2007190558,10/11/2007,-19.2302,146.6271,QLD, ,,2007190558002 Fine,<75 µm,BOS,13.88
2007190559,14/05/2008,-23.5832,136.6201,NT, ,,2007190559001 Fine,<75 µm,TOS,2.09
2007190559,14/05/2008,-23.5832,136.6201,NT, ,,2007190559002 Fine,<75 µm,BOS,4.15
2007190561,9/09/2009,-28.1923,133.0045,SA, ,,2007190561001 Fine,<75 µm,TOS,26.2
2007190561,9/09/2009,-28.1923,133.0045,SA, ,,2007190561002 Fine,<75 µm,BOS,16
2007190562,30/07/2008,-20.985,132.5757,NT, ,,2007190562001 Fine,<75 µm,TOS,12.04
2007190562,30/07/2008,-20.985,132.5757,NT, ,,2007190562002 Fine,<75 µm,BOS,8.12
2007190563,13/08/2009,-13.1075,135.7291,NT, ,,2007190563001 Fine,<75 µm,TOS,12.8
2007190563,13/08/2009,-13.1075,135.7291,NT, ,,2007190563002 Fine,<75 µm,BOS,3.66
2007190564,4/06/2008,-21.3653,138.2744,QLD, ,,2007190564001 Fine,<75 µm,TOS,5.48
2007190564,4/06/2008,-21.3653,138.2744,QLD, ,,2007190564002 Fine,<75 µm,BOS,6.04
2007190565,16/06/2008,-17.9393,123.743,WA, ,,2007190565001 Fine,<75 µm,TOS,12.27
2007190565,16/06/2008,-17.9393,123.743,WA, ,,2007190565002 Fine,<75 µm,BOS,6.85
2007190566,14/11/2007,-29.2785,115.1659,WA, ,,2007190566001 Fine,<75 µm,TOS,11.38
2007190566,14/11/2007,-29.2785,115.1659,WA, ,,2007190566002 Fine,<75 µm,BOS,12.2
2007190567,11/07/2007,-30.3247,144.0186,NSW, ,,2007190567001 Fine,<75 µm,TOS,14.96
2007190567,11/07/2007,-30.3247,144.0186,NSW, ,,2007190567002 Fine,<75 µm,BOS,8.33
2007190568,8/09/2008,-12.4973,141.8923,QLD,Duplicate 2,2007190154,2007190568001 Fine,<75 µm,TOS,56.68
2007190568,8/09/2008,-12.4973,141.8923,QLD,Duplicate 2,2007190154,2007190568002 Fine,<75 µm,BOS,33.89
2007190569,9/06/2007,-33.9606,145.5596,NSW, ,,2007190569001 Fine,<75 µm,TOS,11.89
2007190569,9/06/2007,-33.9606,145.5596,NSW, ,,2007190569002 Fine,<75 µm,BOS,13.14
2007190570,7/12/2008,-30.2599,123.1968,WA, ,,2007190570001 Fine,<75 µm,TOS,19.88
2007190570,7/12/2008,-30.2599,123.1968,WA, ,,2007190570002 Fine,<75 µm,BOS,23.86
2007190571,30/10/2007,-28.9392,146.7322,QLD, ,,2007190571001 Fine,<75 µm,TOS,18.74
2007190571,30/10/2007,-28.9392,146.7322,QLD, ,,2007190571002 Fine,<75 µm,BOS,12.63
2007190572,16/10/2008,-17.5025,142.3576,QLD, ,,2007190572001 Fine,<75 µm,TOS,33.05
2007190572,16/10/2008,-17.5025,142.3576,QLD, ,,2007190572002 Fine,<75 µm,BOS,35.79
2007190574,24/05/2008,-17.1978,134.3282,NT, ,,2007190574001 Fine,<75 µm,TOS,7.19
2007190574,24/05/2008,-17.1978,134.3282,NT, ,,2007190574002 Fine,<75 µm,BOS,5.7
2007190575,4/02/2008,-27.2157,124.4111,WA, ,,2007190575001 Fine,<75 µm,TOS,13.57
2007190575,4/02/2008,-27.2157,124.4111,WA, ,,2007190575002 Fine,<75 µm,BOS,17.46
2007190576,18/09/2007,-12.4788,131.0849,NT, ,,2007190576001 Fine,<75 µm,TOS,19.92
2007190576,18/09/2007,-12.4788,131.0849,NT, ,,2007190576002 Fine,<75 µm,BOS,11.87
2007190577,25/07/2007,-25.6739,151.2471,QLD, ,,2007190577001 Fine,<75 µm,TOS,30.36
2007190577,25/07/2007,-25.6739,151.2471,QLD, ,,2007190577002 Fine,<75 µm,BOS,20.16
2007190578,19/04/2008,-24.869,134.2434,NT, ,,2007190578001 Fine,<75 µm,TOS,31.28
2007190578,19/04/2008,-24.869,134.2434,NT, ,,2007190578002 Fine,<75 µm,BOS,19.28
2007190579,27/11/2007,-35.2421,148.9513,NSW, ,,2007190579001 Fine,<75 µm,TOS,21.18
2007190581,7/03/2008,-33.5397,139.7024,SA, ,,2007190581001 Fine,<75 µm,TOS,24.4
2007190581,7/03/2008,-33.5397,139.7024,SA, ,,2007190581002 Fine,<75 µm,BOS,24.9
2007190583,23/09/2007,-18.0453,138.8558,QLD,Duplicate 1,2007191063,2007190583001 Fine,<75 µm,TOS,9.9
2007190583,23/09/2007,-18.0453,138.8558,QLD,Duplicate 1,2007191063,2007190583002 Fine,<75 µm,BOS,20.14
2007190584,10/03/2007,-19.9974,146.4337,QLD, ,,2007190584001 Fine,<75 µm,TOS,556
2007190585,4/03/2008,-22.2816,142.5147,QLD, ,,2007190585002 Fine,<75 µm,BOS,9.47
2007190586,4/11/2008,-17.6024,131.5759,NT,Duplicate 2,2007190497,2007190586001 Fine,<75 µm,TOS,27.36
2007190586,4/11/2008,-17.6024,131.5759,NT,Duplicate 2,2007190497,2007190586002 Fine,<75 µm,BOS,34.5
2007190588,4/03/2008,-20.8495,116.6073,WA, ,,2007190588001 Fine,<75 µm,TOS,14.89
2007190588,4/03/2008,-20.8495,116.6073,WA, ,,2007190588002 Fine,<75 µm,BOS,9.36
2007190589,2/08/2008,-41.5872,147.2361,TAS, ,,2007190589001 Fine,<75 µm,TOS,48.03
2007190589,2/08/2008,-41.5872,147.2361,TAS, ,,2007190589002 Fine,<75 µm,BOS,30.47
2007190591,10/07/2008,-19.4555,141.8203,QLD, ,,2007190591001 Fine,<75 µm,TOS,10.97
2007190591,10/07/2008,-19.4555,141.8203,QLD, ,,2007190591002 Fine,<75 µm,BOS,9.01
2007190592,8/10/2009,-11.4371,132.2584,NT, ,,2007190592001 Fine,<75 µm,TOS,6.51
2007190592,8/10/2009,-11.4371,132.2584,NT, ,,2007190592002 Fine,<75 µm,BOS,5.13
2007190593,27/07/2008,-18.3578,132.2387,NT, ,,2007190593001 Fine,<75 µm,TOS,19.84
2007190593,27/07/2008,-18.3578,132.2387,NT, ,,2007190593002 Fine,<75 µm,BOS,13.8
2007190596,8/07/2009,-29.2472,138.2117,SA, ,,2007190596001 Fine,<75 µm,TOS,32.78
2007190596,8/07/2009,-29.2472,138.2117,SA, ,,2007190596002 Fine,<75 µm,BOS,17.08
2007190597,2/06/2008,-29.1037,150.9507,NSW, ,,2007190597001 Fine,<75 µm,TOS,42.4
2007190597,2/06/2008,-29.1037,150.9507,NSW, ,,2007190597002 Fine,<75 µm,BOS,16.25
2007190598,14/04/2008,-38.4765,144.9344,VIC, ,,2007190598001 Fine,<75 µm,TOS,86.83
2007190598,14/04/2008,-38.4765,144.9344,VIC, ,,2007190598002 Fine,<75 µm,BOS,37.16
2007190599,25/11/2008,-33.7187,135.4207,SA, ,,2007190599001 Fine,<75 µm,TOS,13.66
2007190599,25/11/2008,-33.7187,135.4207,SA, ,,2007190599002 Fine,<75 µm,BOS,17.64
2007190601,16/04/2008,-24.5395,132.6341,NT, ,,2007190601001 Fine,<75 µm,TOS,11.12
2007190601,16/04/2008,-24.5395,132.6341,NT, ,,2007190601002 Fine,<75 µm,BOS,7.36
2007190602,12/04/2007,-31.33,118.0113,WA, ,,2007190602001 Fine,<75 µm,TOS,10.36
2007190602,12/04/2007,-31.33,118.0113,WA, ,,2007190602002 Fine,<75 µm,BOS,6.99
2007190604,26/07/2008,-19.6173,131.44,NT, ,,2007190604001 Fine,<75 µm,TOS,25.34
2007190604,26/07/2008,-19.6173,131.44,NT, ,,2007190604002 Fine,<75 µm,BOS,11.57
2007190605,26/10/2007,-28.577,150.8206,QLD, ,,2007190605001 Fine,<75 µm,TOS,15.69
2007190605,26/10/2007,-28.577,150.8206,QLD, ,,2007190605002 Fine,<75 µm,BOS,52.97
2007190606,10/08/2007,-21.8609,146.6716,QLD, ,,2007190606001 Fine,<75 µm,TOS,15.47
2007190609,4/05/2008,-22.6114,140.5624,QLD,Duplicate 2,2007190527,2007190609001 Fine,<75 µm,TOS,13.78
2007190616,11/05/2009,-30.6841,132.5593,SA, ,,2007190616001 Fine,<75 µm,TOS,54.14
2007190616,11/05/2009,-30.6841,132.5593,SA, ,,2007190616002 Fine,<75 µm,BOS,79.93
2007190618,2/09/2008,-42.4752,146.7231,TAS,Duplicate 1,2007191166,2007190618002 Fine,<75 µm,BOS,23.42
2007190621,23/05/2009,-29.2414,137.9044,SA, ,,2007190621001 Fine,<75 µm,TOS,18.21
2007190621,23/05/2009,-29.2414,137.9044,SA, ,,2007190621002 Fine,<75 µm,BOS,19.3
2007190623,27/07/2008,-18.6136,132.431,NT, ,,2007190623001 Fine,<75 µm,TOS,11.52
2007190623,27/07/2008,-18.6136,132.431,NT, ,,2007190623002 Fine,<75 µm,BOS,20.79
2007190624,4/05/2008,-22.891,139.9421,QLD, ,,2007190624001 Fine,<75 µm,TOS,13.58
2007190624,4/05/2008,-22.891,139.9421,QLD, ,,2007190624002 Fine,<75 µm,BOS,9.87
2007190626,29/05/2008,-24.6939,143.1238,QLD, ,,2007190626001 Fine,<75 µm,TOS,7.1
2007190626,29/05/2008,-24.6939,143.1238,QLD, ,,2007190626002 Fine,<75 µm,BOS,9.15
2007190627,28/05/2008,-25.6939,140.7531,QLD, ,,2007190627001 Fine,<75 µm,TOS,7.58
2007190628,22/05/2008,-19.1385,134.6076,NT, ,,2007190628001 Fine,<75 µm,TOS,17.22
2007190628,22/05/2008,-19.1385,134.6076,NT, ,,2007190628002 Fine,<75 µm,BOS,15.56
2007190629,27/10/2007,-28.8921,149.0494,QLD, ,,2007190629002 Fine,<75 µm,BOS,15.82
2007190631,4/05/2008,-23.217,139.5746,QLD,Duplicate 2,2007190506,2007190631002 Fine,<75 µm,BOS,6.29
2007190633,24/06/2008,-34.9623,137.4036,SA, ,,2007190633001 Fine,<75 µm,TOS,8.6
2007190633,24/06/2008,-34.9623,137.4036,SA, ,,2007190633002 Fine,<75 µm,BOS,15.46
2007190634,31/03/2008,-22.386,114.0508,WA, ,,2007190634001 Fine,<75 µm,TOS,22.86
2007190635,8/07/2008,-14.323,144.4398,QLD, ,,2007190635001 Fine,<75 µm,TOS,12.94
2007190635,8/07/2008,-14.323,144.4398,QLD, ,,2007190635002 Fine,<75 µm,BOS,9.18
2007190637,8/11/2009,-12.3035,134.1128,NT, ,,2007190637001 Fine,<75 µm,TOS,37.71
2007190637,8/11/2009,-12.3035,134.1128,NT, ,,2007190637002 Fine,<75 µm,BOS,14.79
2007190639,4/02/2008,-37.7745,147.842,VIC, ,,2007190639001 Fine,<75 µm,TOS,89.18
2007190639,4/02/2008,-37.7745,147.842,VIC, ,,2007190639002 Fine,<75 µm,BOS,31.78
2007190641,17/12/2007,-35.0115,148.1544,NSW, ,,2007190641001 Fine,<75 µm,TOS,16.39
2007190641,17/12/2007,-35.0115,148.1544,NSW, ,,2007190641002 Fine,<75 µm,BOS,14.56
2007190642,30/03/2008,-22.9934,144.5513,QLD, ,,2007190642002 Fine,<75 µm,BOS,6.67
2007190643,23/01/2008,-32.6457,123.9836,WA, ,,2007190643001 Fine,<75 µm,TOS,38.09
2007190643,23/01/2008,-32.6457,123.9836,WA, ,,2007190643002 Fine,<75 µm,BOS,31.52
2007190644,20/05/2008,-26.4752,147.9273,QLD, ,,2007190644002 Fine,<75 µm,BOS,15.83
2007190645,28/04/2008,-30.8549,147.0547,NSW, ,,2007190645001 Fine,<75 µm,TOS,12.57
2007190646,25/05/2008,-24.837,140.584,QLD, ,,2007190646001 Fine,<75 µm,TOS,9.72
2007190646,25/05/2008,-24.837,140.584,QLD, ,,2007190646002 Fine,<75 µm,BOS,11.17
2007190647,10/05/2007,-16.5266,143.4719,QLD,Duplicate 1,2007191525,2007190647001 Fine,<75 µm,TOS,7.25
2007190647,10/05/2007,-16.5266,143.4719,QLD,Duplicate 1,2007191525,2007190647002 Fine,<75 µm,BOS,4.86
2007190648,27/07/2008,-18.5621,131.5783,NT, ,,2007190648001 Fine,<75 µm,TOS,12.44
2007190648,27/07/2008,-18.5621,131.5783,NT, ,,2007190648002 Fine,<75 µm,BOS,9.58
2007190651,7/02/2007,-31.7481,116.6724,WA, ,,2007190651001 Fine,<75 µm,TOS,21.49
2007190651,7/02/2007,-31.7481,116.6724,WA, ,,2007190651002 Fine,<75 µm,BOS,22.29
2007190652,4/01/2008,-37.7022,148.5607,VIC, ,,2007190652001 Fine,<75 µm,TOS,33.27
2007190652,4/01/2008,-37.7022,148.5607,VIC, ,,2007190652002 Fine,<75 µm,BOS,36.11
2007190653,14/04/2008,-38.1913,145.5536,VIC, ,,2007190653001 Fine,<75 µm,TOS,46.17
2007190653,14/04/2008,-38.1913,145.5536,VIC, ,,2007190653002 Fine,<75 µm,BOS,12.77
2007190654,4/06/2008,-21.622,138.3084,QLD, ,,2007190654001 Fine,<75 µm,TOS,7.39
2007190654,4/06/2008,-21.622,138.3084,QLD, ,,2007190654002 Fine,<75 µm,BOS,5.73
2007190655,31/05/2008,-21.036,130.7608,NT, ,,2007190655001 Fine,<75 µm,TOS,18.3
2007190655,31/05/2008,-21.036,130.7608,NT, ,,2007190655002 Fine,<75 µm,BOS,14.01
2007190658,6/07/2008,-20.7719,120.7372,WA, ,,2007190658001 Fine,<75 µm,TOS,19.54
2007190658,6/07/2008,-20.7719,120.7372,WA, ,,2007190658002 Fine,<75 µm,BOS,16.56
2007190659,21/01/2008,-33.6497,123.7598,WA,Duplicate 1,2007190739,2007190659001 Fine,<75 µm,TOS,56.44
2007190659,21/01/2008,-33.6497,123.7598,WA,Duplicate 1,2007190739,2007190659002 Fine,<75 µm,BOS,49.01
2007190661,11/03/2007,-27.0693,149.7135,QLD,Duplicate 1,2007191334,2007190661001 Fine,<75 µm,TOS,10.68
2007190663,13/05/2008,-30.9391,150.5307,NSW, ,,2007190663001 Fine,<75 µm,TOS,17.36
2007190663,13/05/2008,-30.9391,150.5307,NSW, ,,2007190663002 Fine,<75 µm,BOS,23.14
2007190664,13/12/2007,-31.6723,121.6198,WA, ,,2007190664001 Fine,<75 µm,TOS,40.56
2007190664,13/12/2007,-31.6723,121.6198,WA, ,,2007190664002 Fine,<75 µm,BOS,22.71
2007190665,29/09/2007,-18.6142,141.3057,QLD, ,,2007190665001 Fine,<75 µm,TOS,25.2
2007190666,4/02/2009,-24.996,130.9929,NT, ,,2007190666001 Fine,<75 µm,TOS,10.42
2007190666,4/02/2009,-24.996,130.9929,NT, ,,2007190666002 Fine,<75 µm,BOS,5.72
2007190667,20/08/2008,-14.6683,141.9216,QLD, ,,2007190667001 Fine,<75 µm,TOS,6.64
2007190667,20/08/2008,-14.6683,141.9216,QLD, ,,2007190667002 Fine,<75 µm,BOS,16.03
2007190670,23/05/2008,-25.1215,138.4662,QLD, ,,2007190670001 Fine,<75 µm,TOS,6.63
2007190671,3/05/2008,-37.5778,141.3854,VIC, ,,2007190671001 Fine,<75 µm,TOS,23.53
2007190671,3/05/2008,-37.5778,141.3854,VIC, ,,2007190671002 Fine,<75 µm,BOS,19.85
2007190672,14/10/2007,-23.8114,148.5158,QLD, ,,2007190672001 Fine,<75 µm,TOS,31.13
2007190673,4/03/2009,-24.2784,129.6551,NT, ,,2007190673001 Fine,<75 µm,TOS,11.61
2007190674,4/08/2008,-14.7337,131.6081,NT, ,,2007190674001 Fine,<75 µm,TOS,13.65
2007190674,4/08/2008,-14.7337,131.6081,NT, ,,2007190674002 Fine,<75 µm,BOS,8.69
2007190675,23/11/2008,-33.9096,136.4124,SA,Duplicate 2,2007190552,2007190675002 Fine,<75 µm,BOS,54.9
2007190677,21/02/2008,-33.2895,143.6141,NSW, ,,2007190677001 Fine,<75 µm,TOS,13.68
2007190677,21/02/2008,-33.2895,143.6141,NSW, ,,2007190677002 Fine,<75 µm,BOS,7.29
2007190679,15/10/2007,-21.1391,148.9135,QLD, ,,2007190679001 Fine,<75 µm,TOS,23.42
2007190681,26/09/2007,-20.0589,141.6355,QLD, ,,2007190681002 Fine,<75 µm,BOS,8.89
2007190683,30/03/2008,-23.754,114.3905,WA, ,,2007190683002 Fine,<75 µm,BOS,6.99
2007190684,19/05/2008,-20.8132,137.6352,NT, ,,2007190684001 Fine,<75 µm,TOS,25.21
2007190684,19/05/2008,-20.8132,137.6352,NT, ,,2007190684002 Fine,<75 µm,BOS,31.82
2007190685,6/10/2008,-32.5204,151.9691,NSW, ,,2007190685001 Fine,<75 µm,TOS,10.41
2007190685,6/10/2008,-32.5204,151.9691,NSW, ,,2007190685002 Fine,<75 µm,BOS,7.82
2007190686,16/08/2008,-13.4411,142.3135,QLD,Duplicate 1,2007191430,2007190686001 Fine,<75 µm,TOS,15.78
2007190686,16/08/2008,-13.4411,142.3135,QLD,Duplicate 1,2007191430,2007190686002 Fine,<75 µm,BOS,22.98
2007190687,15/04/2008,-30.2678,147.2197,NSW, ,,2007190687001 Fine,<75 µm,TOS,11.77
2007190687,15/04/2008,-30.2678,147.2197,NSW, ,,2007190687002 Fine,<75 µm,BOS,13.45
2007190688,3/03/2008,-28.8133,121.0751,WA, ,,2007190688001 Fine,<75 µm,TOS,6.93
2007190688,3/03/2008,-28.8133,121.0751,WA, ,,2007190688002 Fine,<75 µm,BOS,11.64
2007190689,19/10/2007,-22.6254,149.652,QLD, ,,2007190689001 Fine,<75 µm,TOS,20.22
2007190689,19/10/2007,-22.6254,149.652,QLD, ,,2007190689002 Fine,<75 µm,BOS,13.26
2007190690,16/01/2008,-34.9128,116.7876,WA, ,,2007190690001 Fine,<75 µm,TOS,50.94
2007190691,3/05/2008,-25.9963,114.316,WA, ,,2007190691001 Fine,<75 µm,TOS,3.02
2007190691,3/05/2008,-25.9963,114.316,WA, ,,2007190691002 Fine,<75 µm,BOS,38.57
2007190692,4/04/2008,-32.6919,145.1566,NSW,Duplicate 2,2007190335,2007190692001 Fine,<75 µm,TOS,36.69
2007190692,4/04/2008,-32.6919,145.1566,NSW,Duplicate 2,2007190335,2007190692002 Fine,<75 µm,BOS,51.62
2007190694,13/08/2008,-27.9613,136.0757,SA, ,,2007190694001 Fine,<75 µm,TOS,5.55
2007190694,13/08/2008,-27.9613,136.0757,SA, ,,2007190694002 Fine,<75 µm,BOS,6.74
2007190695,23/05/2008,-18.1705,133.492,NT,Duplicate 1,2007190924,2007190695001 Fine,<75 µm,TOS,14.97
2007190695,23/05/2008,-18.1705,133.492,NT,Duplicate 1,2007190924,2007190695002 Fine,<75 µm,BOS,30.83
2007190697,22/05/2008,-18.2566,135.15,NT, ,,2007190697001 Fine,<75 µm,TOS,6.57
2007190697,22/05/2008,-18.2566,135.15,NT, ,,2007190697002 Fine,<75 µm,BOS,5.7
2007190698,23/01/2008,-35.0235,144.5277,NSW,Duplicate 1,2007190813,2007190698001 Fine,<75 µm,TOS,20.78
2007190698,23/01/2008,-35.0235,144.5277,NSW,Duplicate 1,2007190813,2007190698002 Fine,<75 µm,BOS,21.63
2007190699,2/09/2008,-42.8713,147.7001,TAS, ,,2007190699001 Fine,<75 µm,TOS,17.27
2007190699,2/09/2008,-42.8713,147.7001,TAS, ,,2007190699002 Fine,<75 µm,BOS,20.91
2007190701,7/04/2007,-32.1223,118.2078,WA, ,,2007190701001 Fine,<75 µm,TOS,16.89
2007190701,7/04/2007,-32.1223,118.2078,WA, ,,2007190701002 Fine,<75 µm,BOS,5.85
2007190702,15/11/2007,-28.7678,114.7232,WA, ,,2007190702001 Fine,<75 µm,TOS,11.1
2007190702,15/11/2007,-28.7678,114.7232,WA, ,,2007190702002 Fine,<75 µm,BOS,12.92
2007190703,10/02/2007,-20.7066,143.1343,QLD,Duplicate 2,2007190531,2007190703001 Fine,<75 µm,TOS,6.28
2007190703,10/02/2007,-20.7066,143.1343,QLD,Duplicate 2,2007190531,2007190703002 Fine,<75 µm,BOS,7.43
2007190704,11/06/2007,-31.5762,147.1769,NSW,Duplicate 2,2007190194,2007190704001 Fine,<75 µm,TOS,26.74
2007190704,11/06/2007,-31.5762,147.1769,NSW,Duplicate 2,2007190194,2007190704002 Fine,<75 µm,BOS,11.26
2007190705,9/08/2009,-27.356,138.0959,SA, ,,2007190705001 Fine,<75 µm,TOS,2.93
2007190705,9/08/2009,-27.356,138.0959,SA, ,,2007190705002 Fine,<75 µm,BOS,1.55
2007190706,4/04/2008,-20.9459,117.6112,WA, ,,2007190706001 Fine,<75 µm,TOS,12.63
2007190706,4/04/2008,-20.9459,117.6112,WA, ,,2007190706002 Fine,<75 µm,BOS,12.03
2007190707,12/11/2007,-33.4026,117.7419,WA, ,,2007190707001 Fine,<75 µm,TOS,24.97
2007190707,12/11/2007,-33.4026,117.7419,WA, ,,2007190707002 Fine,<75 µm,BOS,20.44
2007190708,10/09/2007,-16.625,144.5758,QLD, ,,2007190708001 Fine,<75 µm,TOS,24.78
2007190708,10/09/2007,-16.625,144.5758,QLD, ,,2007190708002 Fine,<75 µm,BOS,36.66
2007190709,21/01/2008,-36.8653,148.414,NSW, ,,2007190709001 Fine,<75 µm,TOS,17.8
2007190709,21/01/2008,-36.8653,148.414,NSW, ,,2007190709002 Fine,<75 µm,BOS,13.15
2007190710,12/04/2007,-31.8068,117.6543,WA, ,,2007190710001 Fine,<75 µm,TOS,16.4
2007190710,12/04/2007,-31.8068,117.6543,WA, ,,2007190710002 Fine,<75 µm,BOS,10.77
2007190711,8/11/2009,-12.127,133.6924,NT, ,,2007190711001 Fine,<75 µm,TOS,50.65
2007190711,8/11/2009,-12.127,133.6924,NT, ,,2007190711002 Fine,<75 µm,BOS,24.88
2007190712,19/09/2007,-17.9361,139.1405,QLD, ,,2007190712001 Fine,<75 µm,TOS,12.37
2007190712,19/09/2007,-17.9361,139.1405,QLD, ,,2007190712002 Fine,<75 µm,BOS,6.19
2007190713,26/07/2008,-19.4979,131.1889,NT, ,,2007190713001 Fine,<75 µm,TOS,34.54
2007190713,26/07/2008,-19.4979,131.1889,NT, ,,2007190713002 Fine,<75 µm,BOS,32.97
2007190714,24/10/2007,-24.2014,151.2464,QLD, ,,2007190714001 Fine,<75 µm,TOS,20.11
2007190714,24/10/2007,-24.2014,151.2464,QLD, ,,2007190714002 Fine,<75 µm,BOS,12.85
2007190716,9/09/2009,-28.5593,138.0182,SA, ,,2007190716001 Fine,<75 µm,TOS,0.97
2007190717,12/09/2007,-30.9629,121.2917,WA, ,,2007190717001 Fine,<75 µm,TOS,33.54
2007190717,12/09/2007,-30.9629,121.2917,WA, ,,2007190717002 Fine,<75 µm,BOS,9.22
2007190721,16/04/2008,-29.8512,146.4408,NSW, ,,2007190721001 Fine,<75 µm,TOS,11.25
2007190721,16/04/2008,-29.8512,146.4408,NSW, ,,2007190721002 Fine,<75 µm,BOS,7.25
2007190722,3/06/2008,-36.774,142.0761,VIC, ,,2007190722001 Fine,<75 µm,TOS,10.47
2007190722,3/06/2008,-36.774,142.0761,VIC, ,,2007190722002 Fine,<75 µm,BOS,20.88
2007190723,15/04/2008,-38.587,146.9091,VIC, ,,2007190723001 Fine,<75 µm,TOS,61.63
2007190723,15/04/2008,-38.587,146.9091,VIC, ,,2007190723002 Fine,<75 µm,BOS,42.81
2007190724,31/05/2008,-20.8485,130.7418,NT, ,,2007190724001 Fine,<75 µm,TOS,7.78
2007190724,31/05/2008,-20.8485,130.7418,NT, ,,2007190724002 Fine,<75 µm,BOS,5.05
2007190725,20/05/2008,-25.7889,146.5987,QLD, ,,2007190725001 Fine,<75 µm,TOS,32.03
2007190725,20/05/2008,-25.7889,146.5987,QLD, ,,2007190725002 Fine,<75 µm,BOS,14.18
2007190726,15/01/2008,-33.6102,115.5585,WA, ,,2007190726001 Fine,<75 µm,TOS,54.87
2007190726,15/01/2008,-33.6102,115.5585,WA, ,,2007190726002 Fine,<75 µm,BOS,29.34
2007190727,30/05/2008,-21.1015,131.6979,NT, ,,2007190727001 Fine,<75 µm,TOS,31.09
2007190727,30/05/2008,-21.1015,131.6979,NT, ,,2007190727002 Fine,<75 µm,BOS,25.47
2007190728,13/09/2009,-28.1511,135.2796,SA, ,,2007190728001 Fine,<75 µm,TOS,5.74
2007190728,13/09/2009,-28.1511,135.2796,SA, ,,2007190728002 Fine,<75 µm,BOS,7.39
2007190730,15/01/2008,-34.1618,115.1836,WA, ,,2007190730001 Fine,<75 µm,TOS,26.74
2007190730,15/01/2008,-34.1618,115.1836,WA, ,,2007190730002 Fine,<75 µm,BOS,36.99
2007190732,31/03/2008,-22.3026,144.698,QLD,Duplicate 1,2007191450,2007190732001 Fine,<75 µm,TOS,15.69
2007190732,31/03/2008,-22.3026,144.698,QLD,Duplicate 1,2007191450,2007190732002 Fine,<75 µm,BOS,26.49
2007190733,15/07/2008,-15.4813,135.4005,NT, ,,2007190733001 Fine,<75 µm,TOS,8.49
2007190733,15/07/2008,-15.4813,135.4005,NT, ,,2007190733002 Fine,<75 µm,BOS,8.55
2007190735,11/08/2007,-31.5958,143.4777,NSW,Duplicate 1,2007191549,2007190735001 Fine,<75 µm,TOS,11.6
2007190735,11/08/2007,-31.5958,143.4777,NSW,Duplicate 1,2007191549,2007190735002 Fine,<75 µm,BOS,13.77
2007190737,4/03/2008,-22.3193,142.5334,QLD, ,,2007190737001 Fine,<75 µm,TOS,15.58
2007190737,4/03/2008,-22.3193,142.5334,QLD, ,,2007190737002 Fine,<75 µm,BOS,8.61
2007190738,5/07/2008,-25.0219,134.4814,NT, ,,2007190738001 Fine,<75 µm,TOS,12.57
2007190738,5/07/2008,-25.0219,134.4814,NT, ,,2007190738002 Fine,<75 µm,BOS,10.19
