NATIONAL GEOCHEMICAL SURVEY OF AUSTRALIA: THE MERCURY CONCENTRATIONS DATASET,,,,,,,,,,
CITE AS: Schneider; L.; Taylor; J.R.; Caritat; P. de 2025. National Geochemical Survey of Australia: The Mercury Concentrations Dataset. Geoscience Australia Dataset; Canberra. https://pid.geoscience.gov.au/dataset/ga/150328,,,,,,,,,,
NOTES: NGSA SITEIDs were numbered from 2007190001 to 2007191600 then randomly allocated to individual States or the Northern Territory. As some SITEIDs were reserved for insertion of QA/QC samples and only 86% of targeted sites were sampled gaps occur in the list of SITEIDs (e.g. no data for SITEID = 2007190006),,,,,,,,,,
Geochemical data consist of total Hg concentrations. For more Methods details see Schneider et al. (2026) @ https://doi.org/10.1021/acs.est.5c11189,,,,,,,,,,
Extraction: Total Hg measured by direct analysis (no digestion) on approximately 100 mg of sample,,,,,,,,,,
Analysis: Milestone tri-cell direct mercury analyser (tri-cell DMA-80) reported in ng/g (= parts per billion; ppb) on dry weight basis with a Limit of Detection of 0.01 ng Hg,,,,,,,,,,
Additional geochemical data from the National Geochemical Survey of Australia available from http://dx.doi.org/10.11636/Record.2011.020; additional field site information available from http://pid.geoscience.gov.au/dataset/ga/70478,,,,,,,,,,
© Commonwealth of Australia (Geoscience Australia) 2025. This material is released under the Creative Commons Attribution 4.0 Australia Licence http://creativecommons.org/licenses/by/4.0/,,,,,,,,,,
,,,,,,,,,,
Last Updated: 31 March 2025,,,,,,,,,,
,,,,,,,,,,
SITEID,DATE_SAMPLED,LATITUDE_GDA94,LONGITUDE_GDA94,STATE,DUPLICATE_CODE,DUPLICATE_SITEID,SAMPLEID,GRAIN_SIZE,DEPTH,Hg_DMA_ng/g_0.01
2007190411,5/07/2008,-23.4654,117.5725,WA, ,,2007190411001 Fine,<75 µm,TOS,12.59
2007190411,5/07/2008,-23.4654,117.5725,WA, ,,2007190411002 Fine,<75 µm,BOS,15.9
2007190412,6/03/2008,-34.699,139.4938,SA, ,,2007190412001 Fine,<75 µm,TOS,34.68
2007190412,6/03/2008,-34.699,139.4938,SA, ,,2007190412002 Fine,<75 µm,BOS,18.79
2007190413,20/09/2007,-18.1646,139.1362,QLD, ,,2007190413001 Fine,<75 µm,TOS,10.33
2007190413,20/09/2007,-18.1646,139.1362,QLD, ,,2007190413002 Fine,<75 µm,BOS,6.16
2007190414,23/10/2007,-36.0375,144.3091,VIC,Duplicate 1,2007191386,2007190414001 Fine,<75 µm,TOS,14.23
2007190414,23/10/2007,-36.0375,144.3091,VIC,Duplicate 1,2007191386,2007190414002 Fine,<75 µm,BOS,12.34
2007190418,12/05/2007,-31.1398,118.4779,WA, ,,2007190418001 Fine,<75 µm,TOS,6.39
2007190418,12/05/2007,-31.1398,118.4779,WA, ,,2007190418002 Fine,<75 µm,BOS,4.14
2007190419,10/10/2007,-18.5773,136.116,NT,Duplicate 1,2007190974,2007190419001 Fine,<75 µm,TOS,10.92
2007190419,10/10/2007,-18.5773,136.116,NT,Duplicate 1,2007190974,2007190419002 Fine,<75 µm,BOS,7.87
2007190421,16/12/2007,-33.7718,119.9573,WA, ,,2007190421001 Fine,<75 µm,TOS,31.06
2007190421,16/12/2007,-33.7718,119.9573,WA, ,,2007190421002 Fine,<75 µm,BOS,11.27
2007190422,28/10/2008,-28.9758,144.4114,QLD, ,,2007190422001 Fine,<75 µm,TOS,12.4
2007190422,28/10/2008,-28.9758,144.4114,QLD, ,,2007190422002 Fine,<75 µm,BOS,14.58
2007190423,13/09/2008,-29.4139,139.5179,SA, ,,2007190423001 Fine,<75 µm,TOS,10.5
2007190423,13/09/2008,-29.4139,139.5179,SA, ,,2007190423002 Fine,<75 µm,BOS,5.53
2007190424,26/09/2008,-31.3918,140.7176,SA, ,,2007190424001 Fine,<75 µm,TOS,10.34
2007190424,26/09/2008,-31.3918,140.7176,SA, ,,2007190424002 Fine,<75 µm,BOS,6.54
2007190425,9/05/2007,-33.1569,147.4515,NSW,Duplicate 1,2007190768,2007190425001 Fine,<75 µm,TOS,25.61
2007190425,9/05/2007,-33.1569,147.4515,NSW,Duplicate 1,2007190768,2007190425002 Fine,<75 µm,BOS,4.81
2007190426,11/05/2007,-31.851,147.1322,NSW, ,,2007190426001 Fine,<75 µm,TOS,12.47
2007190426,11/05/2007,-31.851,147.1322,NSW, ,,2007190426002 Fine,<75 µm,BOS,11.28
2007190427,24/11/2008,-34.2188,135.5543,SA, ,,2007190427001 Fine,<75 µm,TOS,37.5
2007190428,16/05/2008,-21.1813,136.172,NT, ,,2007190428001 Fine,<75 µm,TOS,22.97
2007190428,16/05/2008,-21.1813,136.172,NT, ,,2007190428002 Fine,<75 µm,BOS,10.85
2007190429,13/03/2008,-33.3609,150.9468,NSW, ,,2007190429001 Fine,<75 µm,TOS,49.59
2007190429,13/03/2008,-33.3609,150.9468,NSW, ,,2007190429002 Fine,<75 µm,BOS,51.96
2007190430,8/09/2008,-28.0591,145.6832,QLD, ,,2007190430001 Fine,<75 µm,TOS,11.09
2007190430,8/09/2008,-28.0591,145.6832,QLD, ,,2007190430002 Fine,<75 µm,BOS,11.17
2007190431,28/05/2008,-30.5478,141.0262,NSW, ,,2007190431001 Fine,<75 µm,TOS,10.72
2007190431,28/05/2008,-30.5478,141.0262,NSW, ,,2007190431002 Fine,<75 µm,BOS,4.94
2007190432,22/02/2008,-26.559,120.0312,WA, ,,2007190432001 Fine,<75 µm,TOS,34.72
2007190432,22/02/2008,-26.559,120.0312,WA, ,,2007190432002 Fine,<75 µm,BOS,26.41
2007190433,8/06/2008,-15.2002,144.4336,QLD, ,,2007190433001 Fine,<75 µm,TOS,24.78
2007190433,8/06/2008,-15.2002,144.4336,QLD, ,,2007190433002 Fine,<75 µm,BOS,17.35
2007190434,12/12/2007,-32.3446,121.7056,WA,Duplicate 1,2007191027,2007190434001 Fine,<75 µm,TOS,52.14
2007190434,12/12/2007,-32.3446,121.7056,WA,Duplicate 1,2007191027,2007190434002 Fine,<75 µm,BOS,38.81
2007190435,18/10/2007,-22.9733,149.2411,QLD, ,,2007190435001 Fine,<75 µm,TOS,24.54
2007190435,18/10/2007,-22.9733,149.2411,QLD, ,,2007190435002 Fine,<75 µm,BOS,19.1
2007190436,15/12/2007,-33.7594,121.5597,WA, ,,2007190436001 Fine,<75 µm,TOS,10.71
2007190436,15/12/2007,-33.7594,121.5597,WA, ,,2007190436002 Fine,<75 µm,BOS,25.47
2007190437,5/08/2008,-23.6237,117.587,WA, ,,2007190437001 Fine,<75 µm,TOS,7.8
2007190437,5/08/2008,-23.6237,117.587,WA, ,,2007190437002 Fine,<75 µm,BOS,16.06
2007190438,10/08/2007,-16.8575,145.7147,QLD, ,,2007190438001 Fine,<75 µm,TOS,29.49
2007190438,10/08/2007,-16.8575,145.7147,QLD, ,,2007190438002 Fine,<75 µm,BOS,16.99
2007190439,16/07/2007,-34.528,138.4622,SA, ,,2007190439001 Fine,<75 µm,TOS,20.72
2007190439,16/07/2007,-34.528,138.4622,SA, ,,2007190439002 Fine,<75 µm,BOS,7.14
2007190441,19/05/2008,-20.4519,137.8378,NT, ,,2007190441001 Fine,<75 µm,TOS,10.67
2007190441,19/05/2008,-20.4519,137.8378,NT, ,,2007190441002 Fine,<75 µm,BOS,7.04
2007190442,5/10/2008,-25.768,137.2317,NT, ,,2007190442001 Fine,<75 µm,TOS,10.41
2007190442,5/10/2008,-25.768,137.2317,NT, ,,2007190442002 Fine,<75 µm,BOS,4.04
2007190444,3/11/2008,-32.4926,149.2693,NSW, ,,2007190444001 Fine,<75 µm,TOS,20.62
2007190444,3/11/2008,-32.4926,149.2693,NSW, ,,2007190444002 Fine,<75 µm,BOS,20.78
2007190445,27/09/2007,-20.6988,141.4926,QLD, ,,2007190445001 Fine,<75 µm,TOS,11.87
2007190445,27/09/2007,-20.6988,141.4926,QLD, ,,2007190445002 Fine,<75 µm,BOS,9.68
2007190446,8/08/2009,-26.3715,136.9148,SA, ,,2007190446001 Fine,<75 µm,TOS,28.11
2007190446,8/08/2009,-26.3715,136.9148,SA, ,,2007190446002 Fine,<75 µm,BOS,13.42
2007190447,6/08/2008,-27.5286,144.0852,QLD, ,,2007190447001 Fine,<75 µm,TOS,8.29
2007190447,6/08/2008,-27.5286,144.0852,QLD, ,,2007190447002 Fine,<75 µm,BOS,10.02
2007190448,30/05/2008,-22.9118,132.2717,NT, ,,2007190448001 Fine,<75 µm,TOS,7.44
2007190448,30/05/2008,-22.9118,132.2717,NT, ,,2007190448002 Fine,<75 µm,BOS,5.67
2007190450,23/01/2008,-32.1126,123.7398,WA, ,,2007190450001 Fine,<75 µm,TOS,44.99
2007190450,23/01/2008,-32.1126,123.7398,WA, ,,2007190450002 Fine,<75 µm,BOS,25.12
2007190451,27/05/2008,-25.6814,142.1746,QLD, ,,2007190451001 Fine,<75 µm,TOS,6.9
2007190451,27/05/2008,-25.6814,142.1746,QLD, ,,2007190451002 Fine,<75 µm,BOS,8.14
2007190452,28/11/2007,-36.5163,150.031,NSW, ,,2007190452001 Fine,<75 µm,TOS,23.31
2007190452,28/11/2007,-36.5163,150.031,NSW, ,,2007190452002 Fine,<75 µm,BOS,24.18
2007190453,10/05/2007,-16.9931,144.3018,QLD, ,,2007190453001 Fine,<75 µm,TOS,18.8
2007190453,10/05/2007,-16.9931,144.3018,QLD, ,,2007190453002 Fine,<75 µm,BOS,12.56
2007190454,20/06/2009,-30.5436,131.0606,SA, ,,2007190454001 Fine,<75 µm,TOS,25.88
2007190454,20/06/2009,-30.5436,131.0606,SA, ,,2007190454002 Fine,<75 µm,BOS,26.14
2007190455,8/07/2007,-20.6699,147.6576,QLD, ,,2007190455001 Fine,<75 µm,TOS,8.77
2007190455,8/07/2007,-20.6699,147.6576,QLD, ,,2007190455002 Fine,<75 µm,BOS,9.12
2007190456,3/05/2008,-29.6179,120.9301,WA, ,,2007190456001 Fine,<75 µm,TOS,24.65
2007190456,3/05/2008,-29.6179,120.9301,WA, ,,2007190456002 Fine,<75 µm,BOS,13.98
2007190457,27/06/2008,-35.5403,138.5768,SA,Duplicate 1,2007191004,2007190457001 Fine,<75 µm,TOS,17.36
2007190457,27/06/2008,-35.5403,138.5768,SA,Duplicate 1,2007191004,2007190457002 Fine,<75 µm,BOS,4.67
2007190458,21/09/2007,-18.561,140.7191,QLD,Duplicate 1,2007190774,2007190458001 Fine,<75 µm,TOS,12.97
2007190458,21/09/2007,-18.561,140.7191,QLD,Duplicate 1,2007190774,2007190458002 Fine,<75 µm,BOS,9.49
2007190459,12/11/2007,-32.7888,118.5908,WA, ,,2007190459001 Fine,<75 µm,TOS,13.03
2007190459,12/11/2007,-32.7888,118.5908,WA, ,,2007190459002 Fine,<75 µm,BOS,38.05
2007190461,7/09/2008,-29.4789,125.1711,WA, ,,2007190461001 Fine,<75 µm,TOS,25.26
2007190461,7/09/2008,-29.4789,125.1711,WA, ,,2007190461002 Fine,<75 µm,BOS,15.37
2007190462,4/01/2008,-37.4769,149.6434,VIC, ,,2007190462001 Fine,<75 µm,TOS,36.07
2007190462,4/01/2008,-37.4769,149.6434,VIC, ,,2007190462002 Fine,<75 µm,BOS,15.23
2007190463,10/06/2007,-18.9003,144.9867,QLD, ,,2007190463001 Fine,<75 µm,TOS,12.43
2007190463,10/06/2007,-18.9003,144.9867,QLD, ,,2007190463002 Fine,<75 µm,BOS,12.59
2007190465,10/07/2007,-19.6303,135.6716,NT, ,,2007190465001 Fine,<75 µm,TOS,39.18
2007190465,10/07/2007,-19.6303,135.6716,NT, ,,2007190465002 Fine,<75 µm,BOS,27.68
2007190466,25/09/2009,-32.2845,134.9263,SA, ,,2007190466001 Fine,<75 µm,TOS,18.4
2007190466,25/09/2009,-32.2845,134.9263,SA, ,,2007190466002 Fine,<75 µm,BOS,4.3
2007190468,24/05/2008,-17.2643,133.4561,NT, ,,2007190468001 Fine,<75 µm,TOS,4.87
2007190469,7/02/2008,-32.8544,140.611,SA, ,,2007190469001 Fine,<75 µm,TOS,45.56
2007190469,7/02/2008,-32.8544,140.611,SA, ,,2007190469002 Fine,<75 µm,BOS,46.12
2007190471,18/04/2008,-25.2964,133.1016,NT,Duplicate 2,2007190183,2007190471001 Fine,<75 µm,TOS,5.28
2007190471,18/04/2008,-25.2964,133.1016,NT,Duplicate 2,2007190183,2007190471002 Fine,<75 µm,BOS,1.48
2007190472,21/05/2008,-18.6188,135.4053,NT,Duplicate 1,2007191312,2007190472001 Fine,<75 µm,TOS,12.24
2007190472,21/05/2008,-18.6188,135.4053,NT,Duplicate 1,2007191312,2007190472002 Fine,<75 µm,BOS,10.2
2007190473,20/05/2009,-30.5861,138.0035,SA, ,,2007190473001 Fine,<75 µm,TOS,25.34
2007190473,20/05/2009,-30.5861,138.0035,SA, ,,2007190473002 Fine,<75 µm,BOS,21.14
2007190474,8/08/2009,-12.6701,132.2347,NT, ,,2007190474001 Fine,<75 µm,TOS,34.72
2007190474,8/08/2009,-12.6701,132.2347,NT, ,,2007190474002 Fine,<75 µm,BOS,34.82
2007190475,3/07/2008,-27.63,114.2488,WA, ,,2007190475001 Fine,<75 µm,TOS,20.24
2007190475,3/07/2008,-27.63,114.2488,WA, ,,2007190475002 Fine,<75 µm,BOS,4.63
2007190476,6/09/2008,-27.3507,145.18,QLD, ,,2007190476001 Fine,<75 µm,TOS,8.33
2007190476,6/09/2008,-27.3507,145.18,QLD, ,,2007190476002 Fine,<75 µm,BOS,2.81
2007190477,16/10/2007,-25.6829,149.805,QLD, ,,2007190477001 Fine,<75 µm,TOS,75.79
2007190477,16/10/2007,-25.6829,149.805,QLD, ,,2007190477002 Fine,<75 µm,BOS,16.66
2007190478,31/05/2008,-24.072,144.9693,QLD, ,,2007190478001 Fine,<75 µm,TOS,10.75
2007190478,31/05/2008,-24.072,144.9693,QLD, ,,2007190478002 Fine,<75 µm,BOS,6.93
2007190479,29/07/2008,-19.4089,132.6305,NT, ,,2007190479001 Fine,<75 µm,TOS,9.6
2007190479,29/07/2008,-19.4089,132.6305,NT, ,,2007190479002 Fine,<75 µm,BOS,9.06
2007190481,7/10/2008,-15.253,129.5771,NT,Duplicate 1,2007191594,2007190481001 Fine,<75 µm,TOS,2.04
2007190481,7/10/2008,-15.253,129.5771,NT,Duplicate 1,2007191594,2007190481002 Fine,<75 µm,BOS,1.99
2007190483,29/03/2008,-23.636,143.8773,QLD, ,,2007190483001 Fine,<75 µm,TOS,8.48
2007190483,29/03/2008,-23.636,143.8773,QLD, ,,2007190483002 Fine,<75 µm,BOS,6.11
2007190484,12/08/2007,-30.6558,122.534,WA, ,,2007190484001 Fine,<75 µm,TOS,42.02
2007190484,12/08/2007,-30.6558,122.534,WA, ,,2007190484002 Fine,<75 µm,BOS,12.01
2007190485,2/08/2008,-40.9527,148.0165,TAS, ,,2007190485002 Fine,<75 µm,BOS,69.27
2007190486,26/11/2007,-34.126,149.0191,NSW, ,,2007190486001 Fine,<75 µm,TOS,14.04
2007190486,26/11/2007,-34.126,149.0191,NSW, ,,2007190486002 Fine,<75 µm,BOS,15.92
2007190487,19/05/2008,-20.9677,137.9333,NT, ,,2007190487001 Fine,<75 µm,TOS,8.85
2007190487,19/05/2008,-20.9677,137.9333,NT, ,,2007190487002 Fine,<75 µm,BOS,8.54
2007190488,16/04/2008,-36.2457,146.2689,VIC, ,,2007190488001 Fine,<75 µm,TOS,59.18
2007190488,16/04/2008,-36.2457,146.2689,VIC, ,,2007190488002 Fine,<75 µm,BOS,18.28
2007190490,21/02/2008,-29.8712,121.9872,WA, ,,2007190490001 Fine,<75 µm,TOS,41.7
2007190490,21/02/2008,-29.8712,121.9872,WA, ,,2007190490002 Fine,<75 µm,BOS,14.3
2007190491,21/02/2008,-33.1367,142.5561,NSW, ,,2007190491001 Fine,<75 µm,TOS,27.78
2007190491,21/02/2008,-33.1367,142.5561,NSW, ,,2007190491002 Fine,<75 µm,BOS,21.11
2007190492,28/01/2008,-30.8345,128.3122,WA, ,,2007190492001 Fine,<75 µm,TOS,27.08
2007190492,28/01/2008,-30.8345,128.3122,WA, ,,2007190492002 Fine,<75 µm,BOS,26.01
2007190493,3/06/2008,-37.927,141.2798,VIC, ,,2007190493001 Fine,<75 µm,TOS,25.69
2007190493,3/06/2008,-37.927,141.2798,VIC, ,,2007190493002 Fine,<75 µm,BOS,15.41
2007190494,16/10/2007,-21.0148,146.8772,QLD, ,,2007190494001 Fine,<75 µm,TOS,15.68
2007190494,16/10/2007,-21.0148,146.8772,QLD, ,,2007190494002 Fine,<75 µm,BOS,11.57
2007190495,29/04/2009,-32.4313,134.0879,SA,Duplicate 1,2007191318,2007190495001 Fine,<75 µm,TOS,39.76
2007190495,29/04/2009,-32.4313,134.0879,SA,Duplicate 1,2007191318,2007190495002 Fine,<75 µm,BOS,52.91
2007190496,10/02/2007,-20.6682,143.8951,QLD, ,,2007190496001 Fine,<75 µm,TOS,14.27
2007190496,10/02/2007,-20.6682,143.8951,QLD, ,,2007190496002 Fine,<75 µm,BOS,24.13
2007190497,4/11/2008,-17.6034,131.5762,NT,Duplicate 1,2007190586,2007190497001 Fine,<75 µm,TOS,25.95
2007190497,4/11/2008,-17.6034,131.5762,NT,Duplicate 1,2007190586,2007190497002 Fine,<75 µm,BOS,41.28
2007190498,25/10/2007,-27.8729,151.5267,QLD, ,,2007190498001 Fine,<75 µm,TOS,12.38
2007190498,25/10/2007,-27.8729,151.5267,QLD, ,,2007190498002 Fine,<75 µm,BOS,8.58
2007190499,25/02/2008,-25.7102,118.0797,WA, ,,2007190499001 Fine,<75 µm,TOS,47.27
2007190499,25/02/2008,-25.7102,118.0797,WA, ,,2007190499002 Fine,<75 µm,BOS,25.63
2007190501,27/03/2009,-33.8208,140.0504,SA, ,,2007190501001 Fine,<75 µm,TOS,38.54
2007190501,27/03/2009,-33.8208,140.0504,SA, ,,2007190501002 Fine,<75 µm,BOS,69.8
2007190502,30/05/2008,-24.2788,144.3329,QLD, ,,2007190502001 Fine,<75 µm,TOS,7.42
2007190502,30/05/2008,-24.2788,144.3329,QLD, ,,2007190502002 Fine,<75 µm,BOS,8.06
2007190503,4/03/2008,-22.5117,138.4406,QLD, ,,2007190503001 Fine,<75 µm,TOS,11.77
2007190503,4/03/2008,-22.5117,138.4406,QLD, ,,2007190503002 Fine,<75 µm,BOS,9.56
2007190505,19/04/2008,-24.9801,133.9943,NT, ,,2007190505001 Fine,<75 µm,TOS,1.88
2007190505,19/04/2008,-24.9801,133.9943,NT, ,,2007190505002 Fine,<75 µm,BOS,2.68
2007190506,4/05/2008,-23.2166,139.5741,QLD,Duplicate 1,2007190631,2007190506001 Fine,<75 µm,TOS,7.58
2007190506,4/05/2008,-23.2166,139.5741,QLD,Duplicate 1,2007190631,2007190506002 Fine,<75 µm,BOS,10.75
2007190507,27/05/2008,-29.9412,142.7178,NSW, ,,2007190507001 Fine,<75 µm,TOS,17.24
2007190507,27/05/2008,-29.9412,142.7178,NSW, ,,2007190507002 Fine,<75 µm,BOS,14.64
2007190508,13/10/2007,-23.4285,148.1492,QLD,Duplicate 1,2007191119,2007190508001 Fine,<75 µm,TOS,19.22
2007190508,13/10/2007,-23.4285,148.1492,QLD,Duplicate 1,2007191119,2007190508002 Fine,<75 µm,BOS,9.91
2007190509,6/01/2008,-22.7614,129.7595,NT, ,,2007190509001 Fine,<75 µm,TOS,2.36
2007190509,6/01/2008,-22.7614,129.7595,NT, ,,2007190509002 Fine,<75 µm,BOS,6.06
2007190510,24/10/2008,-26.4901,140.2496,SA, ,,2007190510001 Fine,<75 µm,TOS,3.49
2007190510,24/10/2008,-26.4901,140.2496,SA, ,,2007190510002 Fine,<75 µm,BOS,1.45
2007190511,29/09/2007,-18.2549,141.1985,QLD, ,,2007190511001 Fine,<75 µm,TOS,15.82
2007190511,29/09/2007,-18.2549,141.1985,QLD, ,,2007190511002 Fine,<75 µm,BOS,10.88
2007190512,21/07/2008,-29.6264,134.8138,SA, ,,2007190512001 Fine,<75 µm,TOS,21.64
2007190512,21/07/2008,-29.6264,134.8138,SA, ,,2007190512002 Fine,<75 µm,BOS,13.03
2007190513,2/04/2008,-29.9748,148.1476,NSW, ,,2007190513001 Fine,<75 µm,TOS,19.68
2007190513,2/04/2008,-29.9748,148.1476,NSW, ,,2007190513002 Fine,<75 µm,BOS,14.3
2007190514,8/12/2008,-11.0346,142.6588,QLD, ,,2007190514001 Fine,<75 µm,TOS,8.82
2007190514,8/12/2008,-11.0346,142.6588,QLD, ,,2007190514002 Fine,<75 µm,BOS,29.76
2007190515,20/12/2007,-34.646,143.5629,NSW, ,,2007190515001 Fine,<75 µm,TOS,30.22
2007190515,20/12/2007,-34.646,143.5629,NSW, ,,2007190515002 Fine,<75 µm,BOS,34.75
2007190517,3/02/2008,-27.7737,121.4367,WA, ,,2007190517001 Fine,<75 µm,TOS,13.4
2007190517,3/02/2008,-27.7737,121.4367,WA, ,,2007190517002 Fine,<75 µm,BOS,25.27
2007190518,10/02/2007,-15.3791,142.0264,QLD, ,,2007190518001 Fine,<75 µm,TOS,4.27
2007190518,10/02/2007,-15.3791,142.0264,QLD, ,,2007190518002 Fine,<75 µm,BOS,4.29
2007190519,8/12/2008,-11.6025,142.1365,QLD, ,,2007190519001 Fine,<75 µm,TOS,32.44
2007190519,8/12/2008,-11.6025,142.1365,QLD, ,,2007190519002 Fine,<75 µm,BOS,29.21
2007190522,26/10/2008,-28.4823,139.987,SA, ,,2007190522001 Fine,<75 µm,TOS,6.45
2007190522,26/10/2008,-28.4823,139.987,SA, ,,2007190522002 Fine,<75 µm,BOS,6
2007190523,26/05/2008,-29.2169,143.1805,NSW, ,,2007190523001 Fine,<75 µm,TOS,9.24
2007190523,26/05/2008,-29.2169,143.1805,NSW, ,,2007190523002 Fine,<75 µm,BOS,8.03
2007190525,24/05/2008,-25.8257,139.4756,QLD, ,,2007190525001 Fine,<75 µm,TOS,11.18
2007190525,24/05/2008,-25.8257,139.4756,QLD, ,,2007190525002 Fine,<75 µm,BOS,15.77
2007190526,29/11/2007,-35.894,150.0639,NSW,Duplicate 1,2007191599,2007190526001 Fine,<75 µm,TOS,26.84
2007190526,29/11/2007,-35.894,150.0639,NSW,Duplicate 1,2007191599,2007190526002 Fine,<75 µm,BOS,16.84
2007190527,4/05/2008,-22.6117,140.5627,QLD,Duplicate 1,2007190609,2007190527001 Fine,<75 µm,TOS,20.03
2007190527,4/05/2008,-22.6117,140.5627,QLD,Duplicate 1,2007190609,2007190527002 Fine,<75 µm,BOS,9.07
2007190528,5/05/2008,-22.2053,114.7849,WA, ,,2007190528001 Fine,<75 µm,TOS,10.89
2007190529,24/05/2008,-17.291,133.1387,NT, ,,2007190529001 Fine,<75 µm,TOS,34.44
2007190529,24/05/2008,-17.291,133.1387,NT, ,,2007190529002 Fine,<75 µm,BOS,30.88
2007190531,10/02/2007,-20.7066,143.1343,QLD,Duplicate 1,2007190703,2007190531001 Fine,<75 µm,TOS,7.38
2007190532,17/04/2008,-30.0094,146.3548,NSW, ,,2007190532001 Fine,<75 µm,TOS,5.28
2007190532,17/04/2008,-30.0094,146.3548,NSW, ,,2007190532002 Fine,<75 µm,BOS,8.09
2007190533,26/02/2008,-26.181,117.9734,WA, ,,2007190533001 Fine,<75 µm,TOS,42.03
2007190533,26/02/2008,-26.181,117.9734,WA, ,,2007190533002 Fine,<75 µm,BOS,22.23
2007190534,16/10/2007,-25.6772,149.2192,QLD,Duplicate 1,2007191522,2007190534001 Fine,<75 µm,TOS,20.88
2007190534,16/10/2007,-25.6772,149.2192,QLD,Duplicate 1,2007191522,2007190534002 Fine,<75 µm,BOS,26.88
2007190535,6/11/2008,-19.7422,121.2004,WA, ,,2007190535002 Fine,<75 µm,BOS,1.96
2007190536,5/10/2008,-25.192,137.9373,NT,Duplicate 1,2007190909,2007190536001 Fine,<75 µm,TOS,12.36
2007190537,27/10/2008,-28.6034,150.3721,QLD, ,,2007190537001 Fine,<75 µm,TOS,15.44
2007190537,27/10/2008,-28.6034,150.3721,QLD, ,,2007190537002 Fine,<75 µm,BOS,15.76
2007190538,30/08/2007,-28.3916,150.2732,QLD, ,,2007190538001 Fine,<75 µm,TOS,30.14
2007190538,30/08/2007,-28.3916,150.2732,QLD, ,,2007190538002 Fine,<75 µm,BOS,23.29
2007190539,13/05/2008,-29.9878,150.7771,NSW, ,,2007190539001 Fine,<75 µm,TOS,48.89
2007190539,13/05/2008,-29.9878,150.7771,NSW, ,,2007190539002 Fine,<75 µm,BOS,21.56
2007190541,3/03/2008,-24.9576,114.8066,WA, ,,2007190541001 Fine,<75 µm,TOS,19.46
2007190541,3/03/2008,-24.9576,114.8066,WA, ,,2007190541002 Fine,<75 µm,BOS,10.49
2007190542,10/07/2007,-19.6009,145.8901,QLD, ,,2007190542001 Fine,<75 µm,TOS,12.27
2007190542,10/07/2007,-19.6009,145.8901,QLD, ,,2007190542002 Fine,<75 µm,BOS,8.48
2007190543,6/07/2008,-28.3212,141.4085,QLD, ,,2007190543001 Fine,<75 µm,TOS,20.33
2007190543,6/07/2008,-28.3212,141.4085,QLD, ,,2007190543002 Fine,<75 µm,BOS,19.93
2007190544,21/09/2007,-16.7734,138.086,QLD, ,,2007190544001 Fine,<75 µm,TOS,12.59
2007190544,21/09/2007,-16.7734,138.086,QLD, ,,2007190544002 Fine,<75 µm,BOS,11.59
2007190545,29/11/2007,-35.5777,150.17,NSW, ,,2007190545001 Fine,<75 µm,TOS,57.32
2007190545,29/11/2007,-35.5777,150.17,NSW, ,,2007190545002 Fine,<75 µm,BOS,34.2
2007190546,16/10/2007,-35.6941,142.6168,VIC, ,,2007190546001 Fine,<75 µm,TOS,35.09
2007190546,16/10/2007,-35.6941,142.6168,VIC, ,,2007190546002 Fine,<75 µm,BOS,47.6
2007190547,4/02/2008,-27.8455,123.7271,WA, ,,2007190547001 Fine,<75 µm,TOS,17.27
2007190547,4/02/2008,-27.8455,123.7271,WA, ,,2007190547002 Fine,<75 µm,BOS,3.72
2007190548,10/06/2007,-18.0842,143.9198,QLD,Duplicate 1,2007191236,2007190548001 Fine,<75 µm,TOS,14
2007190548,10/06/2007,-18.0842,143.9198,QLD,Duplicate 1,2007191236,2007190548002 Fine,<75 µm,BOS,16.34
2007190549,29/02/2008,-25.5157,123.0358,WA,Duplicate 1,2007191507,2007190549001 Fine,<75 µm,TOS,10.83
2007190549,29/02/2008,-25.5157,123.0358,WA,Duplicate 1,2007191507,2007190549002 Fine,<75 µm,BOS,13.34
2007190550,10/11/2007,-18.6233,146.0915,QLD, ,,2007190550001 Fine,<75 µm,TOS,28.9
2007190550,10/11/2007,-18.6233,146.0915,QLD, ,,2007190550002 Fine,<75 µm,BOS,57.48
2007190551,2/07/2008,-29.0575,153.3335,NSW, ,,2007190551001 Fine,<75 µm,TOS,91.32
2007190552,23/11/2008,-33.9114,136.413,SA,Duplicate 1,2007190675,2007190552001 Fine,<75 µm,TOS,45.92
2007190552,23/11/2008,-33.9114,136.413,SA,Duplicate 1,2007190675,2007190552002 Fine,<75 µm,BOS,47.78
2007190553,14/03/2008,-33.4533,150.9036,NSW, ,,2007190553001 Fine,<75 µm,TOS,45.58
2007190553,14/03/2008,-33.4533,150.9036,NSW, ,,2007190553002 Fine,<75 µm,BOS,25.57
2007190554,8/05/2009,-14.1848,129.6513,NT,Duplicate 1,2007190752,2007190554001 Fine,<75 µm,TOS,24.39
2007190554,8/05/2009,-14.1848,129.6513,NT,Duplicate 1,2007190752,2007190554002 Fine,<75 µm,BOS,14.59
2007190555,25/01/2008,-32.0612,125.6238,WA, ,,2007190555001 Fine,<75 µm,TOS,28.61
2007190555,25/01/2008,-32.0612,125.6238,WA, ,,2007190555002 Fine,<75 µm,BOS,23.29
