MEASURE,Measure,REGIONTYPE,Geography Level,ASGS_2016,Region,FREQUENCY,Frequency,TIME,Time,Value,Flag Codes,Flags
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117011325,Sydney Airport,A,Annual,2017,2017,67,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117011325,Sydney Airport,A,Annual,2018,2018,67,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2001,2001,50997,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2002,2002,50756,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2003,2003,50141,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2004,2004,49835,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2005,2005,49819,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2006,2006,50101,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2007,2007,50783,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2008,2008,51864,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2009,2009,52658,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2010,2010,53385,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2011,2011,53702,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2012,2012,54296,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2013,2013,55042,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2014,2014,55865,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2015,2015,56669,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2016,2016,57544,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2017,2017,58392,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2018,2018,59201,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021326,Marrickville,A,Annual,2001,2001,25823,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021326,Marrickville,A,Annual,2002,2002,25505,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021326,Marrickville,A,Annual,2003,2003,25004,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021326,Marrickville,A,Annual,2004,2004,24675,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021326,Marrickville,A,Annual,2005,2005,24553,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021326,Marrickville,A,Annual,2006,2006,24567,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021326,Marrickville,A,Annual,2007,2007,24706,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021326,Marrickville,A,Annual,2008,2008,25191,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021326,Marrickville,A,Annual,2009,2009,25562,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021326,Marrickville,A,Annual,2010,2010,25899,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021326,Marrickville,A,Annual,2011,2011,26082,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021326,Marrickville,A,Annual,2012,2012,26379,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021326,Marrickville,A,Annual,2013,2013,26752,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021326,Marrickville,A,Annual,2014,2014,27188,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021326,Marrickville,A,Annual,2015,2015,27551,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021326,Marrickville,A,Annual,2016,2016,27923,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021326,Marrickville,A,Annual,2017,2017,28266,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021326,Marrickville,A,Annual,2018,2018,28604,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021327,Petersham - Stanmore,A,Annual,2001,2001,18443,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021327,Petersham - Stanmore,A,Annual,2002,2002,18427,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021327,Petersham - Stanmore,A,Annual,2003,2003,18346,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021327,Petersham - Stanmore,A,Annual,2004,2004,18399,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021327,Petersham - Stanmore,A,Annual,2005,2005,18471,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021327,Petersham - Stanmore,A,Annual,2006,2006,18642,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021327,Petersham - Stanmore,A,Annual,2007,2007,19033,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021327,Petersham - Stanmore,A,Annual,2008,2008,19441,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021327,Petersham - Stanmore,A,Annual,2009,2009,19659,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021327,Petersham - Stanmore,A,Annual,2010,2010,19853,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021327,Petersham - Stanmore,A,Annual,2011,2011,19943,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021327,Petersham - Stanmore,A,Annual,2012,2012,20185,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021327,Petersham - Stanmore,A,Annual,2013,2013,20435,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021327,Petersham - Stanmore,A,Annual,2014,2014,20698,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021327,Petersham - Stanmore,A,Annual,2015,2015,21005,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021327,Petersham - Stanmore,A,Annual,2016,2016,21342,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021327,Petersham - Stanmore,A,Annual,2017,2017,21705,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021327,Petersham - Stanmore,A,Annual,2018,2018,22093,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021328,Sydenham - Tempe - St Peters,A,Annual,2001,2001,6731,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021328,Sydenham - Tempe - St Peters,A,Annual,2002,2002,6824,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021328,Sydenham - Tempe - St Peters,A,Annual,2003,2003,6791,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021328,Sydenham - Tempe - St Peters,A,Annual,2004,2004,6761,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021328,Sydenham - Tempe - St Peters,A,Annual,2005,2005,6795,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021328,Sydenham - Tempe - St Peters,A,Annual,2006,2006,6892,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021328,Sydenham - Tempe - St Peters,A,Annual,2007,2007,7044,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021328,Sydenham - Tempe - St Peters,A,Annual,2008,2008,7232,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021328,Sydenham - Tempe - St Peters,A,Annual,2009,2009,7437,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021328,Sydenham - Tempe - St Peters,A,Annual,2010,2010,7633,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021328,Sydenham - Tempe - St Peters,A,Annual,2011,2011,7677,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021328,Sydenham - Tempe - St Peters,A,Annual,2012,2012,7732,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021328,Sydenham - Tempe - St Peters,A,Annual,2013,2013,7855,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021328,Sydenham - Tempe - St Peters,A,Annual,2014,2014,7979,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021328,Sydenham - Tempe - St Peters,A,Annual,2015,2015,8113,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021328,Sydenham - Tempe - St Peters,A,Annual,2016,2016,8279,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021328,Sydenham - Tempe - St Peters,A,Annual,2017,2017,8421,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117021328,Sydenham - Tempe - St Peters,A,Annual,2018,2018,8504,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2001,2001,133173,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2002,2002,140713,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2003,2003,149413,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2004,2004,156949,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2005,2005,163192,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2006,2006,168970,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2007,2007,173898,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2008,2008,178028,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2009,2009,182224,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2010,2010,185955,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2011,2011,188578,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2012,2012,194874,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2013,2013,201776,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2014,2014,210123,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2015,2015,219929,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2016,2016,228903,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2017,2017,239806,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2018,2018,247366,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031329,Darlinghurst,A,Annual,2001,2001,8504,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031329,Darlinghurst,A,Annual,2002,2002,8846,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031329,Darlinghurst,A,Annual,2003,2003,9093,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031329,Darlinghurst,A,Annual,2004,2004,9524,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031329,Darlinghurst,A,Annual,2005,2005,9827,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031329,Darlinghurst,A,Annual,2006,2006,10109,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031329,Darlinghurst,A,Annual,2007,2007,10226,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031329,Darlinghurst,A,Annual,2008,2008,10350,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031329,Darlinghurst,A,Annual,2009,2009,10509,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031329,Darlinghurst,A,Annual,2010,2010,10783,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031329,Darlinghurst,A,Annual,2011,2011,10914,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031329,Darlinghurst,A,Annual,2012,2012,11251,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031329,Darlinghurst,A,Annual,2013,2013,11640,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031329,Darlinghurst,A,Annual,2014,2014,11867,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031329,Darlinghurst,A,Annual,2015,2015,12040,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031329,Darlinghurst,A,Annual,2016,2016,12242,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031329,Darlinghurst,A,Annual,2017,2017,12514,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031329,Darlinghurst,A,Annual,2018,2018,12728,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031330,Erskineville - Alexandria,A,Annual,2001,2001,9219,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031330,Erskineville - Alexandria,A,Annual,2002,2002,10373,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031330,Erskineville - Alexandria,A,Annual,2003,2003,11116,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031330,Erskineville - Alexandria,A,Annual,2004,2004,11654,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031330,Erskineville - Alexandria,A,Annual,2005,2005,12248,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031330,Erskineville - Alexandria,A,Annual,2006,2006,12744,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031330,Erskineville - Alexandria,A,Annual,2007,2007,13478,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031330,Erskineville - Alexandria,A,Annual,2008,2008,14055,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031330,Erskineville - Alexandria,A,Annual,2009,2009,14454,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031330,Erskineville - Alexandria,A,Annual,2010,2010,14680,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031330,Erskineville - Alexandria,A,Annual,2011,2011,14890,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031330,Erskineville - Alexandria,A,Annual,2012,2012,15204,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031330,Erskineville - Alexandria,A,Annual,2013,2013,15750,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031330,Erskineville - Alexandria,A,Annual,2014,2014,16300,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031330,Erskineville - Alexandria,A,Annual,2015,2015,16835,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031330,Erskineville - Alexandria,A,Annual,2016,2016,17270,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031330,Erskineville - Alexandria,A,Annual,2017,2017,17816,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031330,Erskineville - Alexandria,A,Annual,2018,2018,18519,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031331,Glebe - Forest Lodge,A,Annual,2001,2001,13720,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031331,Glebe - Forest Lodge,A,Annual,2002,2002,14187,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031331,Glebe - Forest Lodge,A,Annual,2003,2003,14386,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031331,Glebe - Forest Lodge,A,Annual,2004,2004,14967,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031331,Glebe - Forest Lodge,A,Annual,2005,2005,15650,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031331,Glebe - Forest Lodge,A,Annual,2006,2006,16134,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031331,Glebe - Forest Lodge,A,Annual,2007,2007,16441,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031331,Glebe - Forest Lodge,A,Annual,2008,2008,17109,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031331,Glebe - Forest Lodge,A,Annual,2009,2009,17440,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031331,Glebe - Forest Lodge,A,Annual,2010,2010,17878,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031331,Glebe - Forest Lodge,A,Annual,2011,2011,17734,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031331,Glebe - Forest Lodge,A,Annual,2012,2012,18118,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031331,Glebe - Forest Lodge,A,Annual,2013,2013,18551,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031331,Glebe - Forest Lodge,A,Annual,2014,2014,19023,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031331,Glebe - Forest Lodge,A,Annual,2015,2015,19814,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031331,Glebe - Forest Lodge,A,Annual,2016,2016,20830,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031331,Glebe - Forest Lodge,A,Annual,2017,2017,21713,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031331,Glebe - Forest Lodge,A,Annual,2018,2018,22458,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031332,Newtown - Camperdown - Darlington,A,Annual,2001,2001,19705,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031332,Newtown - Camperdown - Darlington,A,Annual,2002,2002,19651,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031332,Newtown - Camperdown - Darlington,A,Annual,2003,2003,19977,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031332,Newtown - Camperdown - Darlington,A,Annual,2004,2004,20423,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031332,Newtown - Camperdown - Darlington,A,Annual,2005,2005,20894,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031332,Newtown - Camperdown - Darlington,A,Annual,2006,2006,21392,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031332,Newtown - Camperdown - Darlington,A,Annual,2007,2007,21933,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031332,Newtown - Camperdown - Darlington,A,Annual,2008,2008,22321,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031332,Newtown - Camperdown - Darlington,A,Annual,2009,2009,22425,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031332,Newtown - Camperdown - Darlington,A,Annual,2010,2010,22703,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031332,Newtown - Camperdown - Darlington,A,Annual,2011,2011,22909,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031332,Newtown - Camperdown - Darlington,A,Annual,2012,2012,23418,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031332,Newtown - Camperdown - Darlington,A,Annual,2013,2013,24026,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031332,Newtown - Camperdown - Darlington,A,Annual,2014,2014,24627,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031332,Newtown - Camperdown - Darlington,A,Annual,2015,2015,25487,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031332,Newtown - Camperdown - Darlington,A,Annual,2016,2016,26354,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031332,Newtown - Camperdown - Darlington,A,Annual,2017,2017,27655,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031332,Newtown - Camperdown - Darlington,A,Annual,2018,2018,28355,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031333,Potts Point - Woolloomooloo,A,Annual,2001,2001,16548,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031333,Potts Point - Woolloomooloo,A,Annual,2002,2002,16837,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031333,Potts Point - Woolloomooloo,A,Annual,2003,2003,17289,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031333,Potts Point - Woolloomooloo,A,Annual,2004,2004,18048,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031333,Potts Point - Woolloomooloo,A,Annual,2005,2005,18389,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031333,Potts Point - Woolloomooloo,A,Annual,2006,2006,18774,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031333,Potts Point - Woolloomooloo,A,Annual,2007,2007,18957,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031333,Potts Point - Woolloomooloo,A,Annual,2008,2008,19033,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031333,Potts Point - Woolloomooloo,A,Annual,2009,2009,19348,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031333,Potts Point - Woolloomooloo,A,Annual,2010,2010,19409,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031333,Potts Point - Woolloomooloo,A,Annual,2011,2011,19612,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031333,Potts Point - Woolloomooloo,A,Annual,2012,2012,20247,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031333,Potts Point - Woolloomooloo,A,Annual,2013,2013,20763,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031333,Potts Point - Woolloomooloo,A,Annual,2014,2014,21420,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031333,Potts Point - Woolloomooloo,A,Annual,2015,2015,22055,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031333,Potts Point - Woolloomooloo,A,Annual,2016,2016,22773,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031333,Potts Point - Woolloomooloo,A,Annual,2017,2017,23697,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031333,Potts Point - Woolloomooloo,A,Annual,2018,2018,24235,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031334,Pyrmont - Ultimo,A,Annual,2001,2001,11390,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031334,Pyrmont - Ultimo,A,Annual,2002,2002,12035,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031334,Pyrmont - Ultimo,A,Annual,2003,2003,14006,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031334,Pyrmont - Ultimo,A,Annual,2004,2004,15307,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031334,Pyrmont - Ultimo,A,Annual,2005,2005,16166,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031334,Pyrmont - Ultimo,A,Annual,2006,2006,17516,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031334,Pyrmont - Ultimo,A,Annual,2007,2007,18177,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031334,Pyrmont - Ultimo,A,Annual,2008,2008,19304,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031334,Pyrmont - Ultimo,A,Annual,2009,2009,19931,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031334,Pyrmont - Ultimo,A,Annual,2010,2010,20459,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031334,Pyrmont - Ultimo,A,Annual,2011,2011,20239,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031334,Pyrmont - Ultimo,A,Annual,2012,2012,20823,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031334,Pyrmont - Ultimo,A,Annual,2013,2013,21416,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031334,Pyrmont - Ultimo,A,Annual,2014,2014,21996,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031334,Pyrmont - Ultimo,A,Annual,2015,2015,22498,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031334,Pyrmont - Ultimo,A,Annual,2016,2016,23112,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031334,Pyrmont - Ultimo,A,Annual,2017,2017,24151,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031334,Pyrmont - Ultimo,A,Annual,2018,2018,24645,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031335,Redfern - Chippendale,A,Annual,2001,2001,14668,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031335,Redfern - Chippendale,A,Annual,2002,2002,14709,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031335,Redfern - Chippendale,A,Annual,2003,2003,15018,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031335,Redfern - Chippendale,A,Annual,2004,2004,15495,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031335,Redfern - Chippendale,A,Annual,2005,2005,15938,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031335,Redfern - Chippendale,A,Annual,2006,2006,16601,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031335,Redfern - Chippendale,A,Annual,2007,2007,16798,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031335,Redfern - Chippendale,A,Annual,2008,2008,16857,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031335,Redfern - Chippendale,A,Annual,2009,2009,17036,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031335,Redfern - Chippendale,A,Annual,2010,2010,17266,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031335,Redfern - Chippendale,A,Annual,2011,2011,17899,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031335,Redfern - Chippendale,A,Annual,2012,2012,18872,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031335,Redfern - Chippendale,A,Annual,2013,2013,19906,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031335,Redfern - Chippendale,A,Annual,2014,2014,21277,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031335,Redfern - Chippendale,A,Annual,2015,2015,22756,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031335,Redfern - Chippendale,A,Annual,2016,2016,23786,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031335,Redfern - Chippendale,A,Annual,2017,2017,25231,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031335,Redfern - Chippendale,A,Annual,2018,2018,26206,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031336,Surry Hills,A,Annual,2001,2001,13909,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031336,Surry Hills,A,Annual,2002,2002,14249,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031336,Surry Hills,A,Annual,2003,2003,14764,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031336,Surry Hills,A,Annual,2004,2004,15392,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031336,Surry Hills,A,Annual,2005,2005,15765,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031336,Surry Hills,A,Annual,2006,2006,16018,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,117031336,Surry Hills,A,Annual,2007,2007,16320,,
