"Year","Cancer_code","Cancer_name","Sex_code","Sex_name","SA2_code","SA2_name","p025","p10","p50","p90","p975","Prob"
"2005-2014",12,"Stomach",1,"Males",11035,"Narara",0.85,0.95,1.18,1.46,1.65,0.68
"2005-2014",12,"Stomach",1,"Males",11036,"Niagara Park - Lisarow",0.82,0.9,1.08,1.3,1.44,0.417
"2005-2014",12,"Stomach",1,"Males",11037,"Point Clare - Koolewong",0.65,0.73,0.93,1.18,1.32,0.305
"2005-2014",12,"Stomach",1,"Males",11038,"Saratoga - Davistown",0.7,0.81,1.05,1.36,1.56,0.202
"2005-2014",12,"Stomach",1,"Males",11039,"Terrigal - North Avoca",0.66,0.74,0.92,1.12,1.26,0.412
"2005-2014",12,"Stomach",1,"Males",11040,"Umina - Booker Bay - Patonga",0.74,0.82,1,1.2,1.33,0.003
"2005-2014",12,"Stomach",1,"Males",11041,"Wamberal - Forresters Beach",0.68,0.76,0.94,1.16,1.29,0.319
"2005-2014",12,"Stomach",1,"Males",11042,"Woy Woy - Blackwall",0.81,0.9,1.07,1.28,1.41,0.369
"2005-2014",12,"Stomach",1,"Males",11043,"Wyoming",0.9,0.99,1.21,1.49,1.66,0.786
"2005-2014",12,"Stomach",1,"Males",11044,"Bateau Bay - Killarney Vale",0.65,0.73,0.9,1.11,1.23,0.471
"2005-2014",12,"Stomach",1,"Males",11045,"Blue Haven - San Remo",0.82,0.9,1.07,1.28,1.42,0.39
"2005-2014",12,"Stomach",1,"Males",11046,"Budgewoi - Buff Point - Halekulani",0.64,0.73,0.92,1.15,1.29,0.365
"2005-2014",12,"Stomach",1,"Males",11047,"Chittaway Bay - Tumbi Umbi",0.82,0.9,1.07,1.27,1.39,0.372
"2005-2014",12,"Stomach",1,"Males",11048,"Gorokan - Kanwal - Charmhaven",0.83,0.93,1.14,1.39,1.53,0.59
"2005-2014",12,"Stomach",1,"Males",11049,"Jilliby - Yarramalong",0.81,0.89,1.04,1.23,1.34,0.275
"2005-2014",12,"Stomach",1,"Males",11050,"Lake Munmorah - Mannering Park",0.7,0.78,0.96,1.16,1.28,0.23
"2005-2014",12,"Stomach",1,"Males",11051,"Ourimbah - Fountaindale",0.76,0.84,1.02,1.24,1.38,0.108
"2005-2014",12,"Stomach",1,"Males",11052,"Summerland Point - Gwandalan",0.5,0.62,0.88,1.24,1.49,0.362
"2005-2014",12,"Stomach",1,"Males",11053,"The Entrance",0.67,0.76,0.98,1.25,1.4,0.099
"2005-2014",12,"Stomach",1,"Males",11054,"Toukley - Norah Head",0.63,0.73,0.94,1.21,1.39,0.233
"2005-2014",12,"Stomach",1,"Males",11055,"Tuggerah - Kangy Angy",0.73,0.83,1.03,1.27,1.43,0.122
"2005-2014",12,"Stomach",1,"Males",11056,"Warnervale - Wadalba",0.85,0.95,1.17,1.43,1.61,0.663
"2005-2014",12,"Stomach",1,"Males",11057,"Wyong",0.79,0.88,1.09,1.35,1.51,0.4
"2005-2014",12,"Stomach",1,"Males",11058,"Bathurst",0.68,0.77,0.98,1.24,1.4,0.07
"2005-2014",12,"Stomach",1,"Males",11059,"Bathurst - East",0.68,0.78,1.03,1.35,1.56,0.113
"2005-2014",12,"Stomach",1,"Males",11060,"Bathurst Region",0.75,0.81,0.94,1.08,1.18,0.44
"2005-2014",12,"Stomach",1,"Males",11061,"Oberon",0.72,0.8,0.96,1.17,1.29,0.191
"2005-2014",12,"Stomach",1,"Males",11062,"Condobolin",0.68,0.74,0.88,1.03,1.13,0.69
"2005-2014",12,"Stomach",1,"Males",11063,"Cowra",0.61,0.73,1,1.34,1.55,0.011
"2005-2014",12,"Stomach",1,"Males",11064,"Cowra Region",0.71,0.77,0.91,1.06,1.16,0.584
"2005-2014",12,"Stomach",1,"Males",11065,"Forbes",0.65,0.72,0.85,1,1.09,0.799
"2005-2014",12,"Stomach",1,"Males",11066,"Grenfell",0.66,0.74,0.91,1.11,1.24,0.457
"2005-2014",12,"Stomach",1,"Males",11067,"Parkes (NSW)",0.6,0.69,0.9,1.16,1.32,0.415
"2005-2014",12,"Stomach",1,"Males",11068,"Parkes Region",0.65,0.72,0.87,1.04,1.14,0.692
"2005-2014",12,"Stomach",1,"Males",11069,"West Wyalong",0.69,0.75,0.89,1.04,1.14,0.661
"2005-2014",12,"Stomach",1,"Males",11070,"Lithgow",0.94,1.09,1.44,1.87,2.15,0.9
"2005-2014",12,"Stomach",1,"Males",11071,"Lithgow Region",0.75,0.83,1.01,1.22,1.35,0.045
"2005-2014",12,"Stomach",1,"Males",11072,"Mudgee",0.63,0.74,1.02,1.39,1.64,0.07
"2005-2014",12,"Stomach",1,"Males",11073,"Mudgee Region - East",0.69,0.77,0.93,1.12,1.23,0.392
"2005-2014",12,"Stomach",1,"Males",11074,"Mudgee Region - West",0.74,0.81,0.94,1.1,1.19,0.394
"2005-2014",12,"Stomach",1,"Males",11076,"Blayney",0.74,0.83,1.04,1.3,1.46,0.177
"2005-2014",12,"Stomach",1,"Males",11077,"Orange",0.61,0.7,0.89,1.13,1.28,0.481
"2005-2014",12,"Stomach",1,"Males",11078,"Orange - North",0.51,0.58,0.77,1,1.15,0.794
"2005-2014",12,"Stomach",1,"Males",11079,"Orange Region",0.7,0.76,0.88,1.01,1.1,0.747
"2005-2014",12,"Stomach",1,"Males",11080,"Grafton",0.53,0.62,0.82,1.08,1.24,0.648
"2005-2014",12,"Stomach",1,"Males",11081,"Grafton Region",0.63,0.68,0.79,0.92,0.99,0.956
"2005-2014",12,"Stomach",1,"Males",11082,"Maclean - Yamba - Iluka",0.55,0.62,0.76,0.93,1.04,0.914
"2005-2014",12,"Stomach",1,"Males",11083,"Bellingen",0.66,0.73,0.87,1.04,1.14,0.687
"2005-2014",12,"Stomach",1,"Males",11084,"Coffs Harbour - North",0.46,0.53,0.68,0.85,0.97,0.97
"2005-2014",12,"Stomach",1,"Males",11085,"Coffs Harbour - South",0.55,0.63,0.8,1.02,1.15,0.765
"2005-2014",12,"Stomach",1,"Males",11086,"Coramba - Nana Glen - Bucca",0.57,0.63,0.76,0.9,0.99,0.957
"2005-2014",12,"Stomach",1,"Males",11087,"Dorrigo",0.56,0.63,0.77,0.96,1.07,0.881
"2005-2014",12,"Stomach",1,"Males",11088,"Korora - Emerald Beach",0.49,0.57,0.73,0.93,1.06,0.901
"2005-2014",12,"Stomach",1,"Males",11089,"Sawtell - Boambee",0.59,0.66,0.81,0.99,1.1,0.815
"2005-2014",12,"Stomach",1,"Males",11090,"Urunga",0.65,0.74,0.95,1.2,1.37,0.237
"2005-2014",12,"Stomach",1,"Males",11091,"Woolgoolga - Arrawarra",0.5,0.57,0.72,0.9,1.02,0.937
"2005-2014",12,"Stomach",1,"Males",11092,"Bourke - Brewarrina",0.66,0.73,0.88,1.05,1.16,0.643
"2005-2014",12,"Stomach",1,"Males",11093,"Cobar",0.69,0.77,0.93,1.13,1.24,0.373
"2005-2014",12,"Stomach",1,"Males",11094,"Coonamble",0.63,0.7,0.84,1.01,1.11,0.787
"2005-2014",12,"Stomach",1,"Males",11095,"Nyngan - Warren",0.64,0.71,0.86,1.02,1.12,0.741
"2005-2014",12,"Stomach",1,"Males",11096,"Walgett - Lightning Ridge",0.64,0.71,0.85,1.01,1.11,0.778
"2005-2014",12,"Stomach",1,"Males",11097,"Broken Hill",0.72,0.84,1.07,1.36,1.53,0.266
"2005-2014",12,"Stomach",1,"Males",11098,"Far West",0.72,0.78,0.92,1.07,1.16,0.529
"2005-2014",12,"Stomach",1,"Males",11099,"Coonabarabran",0.67,0.73,0.85,1,1.08,0.808
"2005-2014",12,"Stomach",1,"Males",11100,"Dubbo - East",0.57,0.66,0.86,1.1,1.26,0.574
"2005-2014",12,"Stomach",1,"Males",11101,"Dubbo - South",0.55,0.63,0.8,1.02,1.16,0.76
"2005-2014",12,"Stomach",1,"Males",11102,"Dubbo - West",0.57,0.65,0.85,1.1,1.26,0.579
"2005-2014",12,"Stomach",1,"Males",11103,"Dubbo Region",0.68,0.74,0.86,1.01,1.09,0.774
"2005-2014",12,"Stomach",1,"Males",11104,"Gilgandra",0.6,0.67,0.84,1.03,1.15,0.729
"2005-2014",12,"Stomach",1,"Males",11105,"Narromine",0.65,0.72,0.87,1.03,1.14,0.7
"2005-2014",12,"Stomach",1,"Males",11106,"Wellington",0.63,0.71,0.89,1.11,1.23,0.51
"2005-2014",12,"Stomach",1,"Males",11107,"Branxton - Greta - Pokolbin",0.65,0.72,0.87,1.04,1.14,0.698
"2005-2014",12,"Stomach",1,"Males",11108,"Cessnock",0.64,0.72,0.89,1.09,1.22,0.545
"2005-2014",12,"Stomach",1,"Males",11109,"Cessnock Region",0.8,0.86,0.97,1.1,1.18,0.222
"2005-2014",12,"Stomach",1,"Males",11110,"Dungog",0.75,0.82,0.95,1.11,1.2,0.338
"2005-2014",12,"Stomach",1,"Males",11111,"Kurri Kurri - Abermain",0.71,0.79,0.95,1.14,1.25,0.28
"2005-2014",12,"Stomach",1,"Males",11112,"Singleton",0.56,0.65,0.84,1.08,1.24,0.618
"2005-2014",12,"Stomach",1,"Males",11113,"Singleton Region",0.73,0.79,0.93,1.08,1.17,0.476
"2005-2014",12,"Stomach",1,"Males",11114,"Maitland",0.75,0.83,1.01,1.23,1.37,0.054
"2005-2014",12,"Stomach",1,"Males",11115,"Maitland - East",0.68,0.75,0.9,1.07,1.17,0.557
"2005-2014",12,"Stomach",1,"Males",11116,"Maitland - North",0.7,0.78,0.95,1.15,1.28,0.261
"2005-2014",12,"Stomach",1,"Males",11117,"Maitland - West",0.73,0.8,0.95,1.14,1.25,0.27
"2005-2014",12,"Stomach",1,"Males",11118,"Thornton - Millers Forest",0.71,0.79,0.95,1.16,1.29,0.246
"2005-2014",12,"Stomach",1,"Males",11119,"Anna Bay",0.65,0.75,0.97,1.23,1.41,0.135
"2005-2014",12,"Stomach",1,"Males",11120,"Lemon Tree Passage - Tanilba Bay",0.68,0.78,1,1.27,1.44,0.02
"2005-2014",12,"Stomach",1,"Males",11121,"Nelson Bay Peninsula",0.62,0.71,0.9,1.12,1.26,0.457
"2005-2014",12,"Stomach",1,"Males",11122,"Raymond Terrace",0.72,0.8,0.98,1.2,1.33,0.088
"2005-2014",12,"Stomach",1,"Males",11123,"Seaham - Woodville",0.7,0.76,0.92,1.1,1.2,0.441
"2005-2014",12,"Stomach",1,"Males",11124,"Tea Gardens - Hawks Nest",0.53,0.61,0.8,1.04,1.19,0.721
"2005-2014",12,"Stomach",1,"Males",11125,"Williamtown - Medowie - Karuah",0.71,0.78,0.93,1.09,1.19,0.474
"2005-2014",12,"Stomach",1,"Males",11126,"Muswellbrook",0.67,0.78,1.01,1.32,1.53,0.046
"2005-2014",12,"Stomach",1,"Males",11127,"Muswellbrook Region",0.66,0.74,0.92,1.14,1.28,0.387
"2005-2014",12,"Stomach",1,"Males",11128,"Scone",0.51,0.62,0.87,1.21,1.45,0.411
"2005-2014",12,"Stomach",1,"Males",11129,"Scone Region",0.73,0.78,0.9,1.03,1.11,0.68
"2005-2014",12,"Stomach",1,"Males",11130,"Berkeley - Warrawong - Windang",0.91,1,1.18,1.4,1.54,0.799
"2005-2014",12,"Stomach",1,"Males",11131,"Dapto - Avondale",0.8,0.88,1.04,1.24,1.34,0.251
"2005-2014",12,"Stomach",1,"Males",11132,"Horsley - Kembla Grange",0.75,0.84,1.03,1.27,1.42,0.169
"2005-2014",12,"Stomach",1,"Males",11133,"Port Kembla Industrial",0.72,0.82,1.03,1.29,1.45,0.121
"2005-2014",12,"Stomach",1,"Males",11134,"Unanderra - Mount Kembla",0.76,0.83,0.99,1.18,1.29,0.037
"2005-2014",12,"Stomach",1,"Males",11135,"Illawarra Catchment Reserve",0.8,0.86,0.98,1.11,1.2,0.178
"2005-2014",12,"Stomach",1,"Males",11136,"Albion Park - Macquarie Pass",0.77,0.85,1.01,1.19,1.32,0.057
"2005-2014",12,"Stomach",1,"Males",11137,"Albion Park Rail",0.83,0.93,1.14,1.41,1.57,0.588
"2005-2014",12,"Stomach",1,"Males",11138,"Kiama",0.67,0.78,1.02,1.33,1.52,0.09
"2005-2014",12,"Stomach",1,"Males",11139,"Kiama Downs - Minnamurra",0.76,0.87,1.11,1.41,1.62,0.413
"2005-2014",12,"Stomach",1,"Males",11140,"Kiama Hinterland - Gerringong",0.72,0.79,0.95,1.13,1.24,0.31
"2005-2014",12,"Stomach",1,"Males",11141,"Shellharbour - Flinders",0.86,0.95,1.14,1.37,1.52,0.646
"2005-2014",12,"Stomach",1,"Males",11142,"Shellharbour - Oak Flats",0.83,0.94,1.19,1.49,1.69,0.657
"2005-2014",12,"Stomach",1,"Males",11143,"Warilla",0.83,0.94,1.17,1.45,1.64,0.635
"2005-2014",12,"Stomach",1,"Males",11144,"Balgownie - Fairy Meadow",0.73,0.8,0.97,1.16,1.28,0.177
"2005-2014",12,"Stomach",1,"Males",11145,"Corrimal - Tarrawanna - Bellambi",0.7,0.78,0.97,1.2,1.33,0.128
"2005-2014",12,"Stomach",1,"Males",11146,"Figtree - Keiraville",0.74,0.81,0.97,1.16,1.26,0.17
"2005-2014",12,"Stomach",1,"Males",11147,"Helensburgh",0.66,0.74,0.9,1.09,1.21,0.51
"2005-2014",12,"Stomach",1,"Males",11148,"Thirroul - Austinmer - Coalcliff",0.69,0.78,0.98,1.22,1.38,0.09
"2005-2014",12,"Stomach",1,"Males",11149,"Wollongong",0.66,0.74,0.89,1.07,1.18,0.558
"2005-2014",12,"Stomach",1,"Males",11150,"Woonona - Bulli - Russell Vale",0.73,0.83,1.03,1.26,1.42,0.127
"2005-2014",12,"Stomach",1,"Males",11151,"Bulahdelah - Stroud",0.68,0.76,0.91,1.09,1.19,0.5
"2005-2014",12,"Stomach",1,"Males",11152,"Forster",0.96,1.07,1.34,1.65,1.83,0.909
"2005-2014",12,"Stomach",1,"Males",11153,"Forster-Tuncurry Region",0.83,0.92,1.13,1.37,1.51,0.559
"2005-2014",12,"Stomach",1,"Males",11154,"Tuncurry",0.8,0.92,1.18,1.51,1.71,0.617
"2005-2014",12,"Stomach",1,"Males",11155,"Kempsey",0.56,0.66,0.89,1.18,1.36,0.411
"2005-2014",12,"Stomach",1,"Males",11156,"Kempsey Region",0.71,0.78,0.92,1.08,1.18,0.499
"2005-2014",12,"Stomach",1,"Males",11157,"Macksville - Scotts Head",0.69,0.78,1,1.28,1.47,0.017
"2005-2014",12,"Stomach",1,"Males",11158,"Nambucca Heads",0.74,0.86,1.12,1.46,1.66,0.426
"2005-2014",12,"Stomach",1,"Males",11159,"Nambucca Heads Region",0.71,0.79,0.97,1.19,1.33,0.152
"2005-2014",12,"Stomach",1,"Males",11160,"South West Rocks",0.53,0.65,0.9,1.24,1.46,0.329
"2005-2014",12,"Stomach",1,"Males",11162,"Laurieton - Bonny Hills",0.58,0.65,0.78,0.95,1.05,0.9
"2005-2014",12,"Stomach",1,"Males",11163,"Port Macquarie - East",0.51,0.58,0.71,0.88,0.98,0.968
"2005-2014",12,"Stomach",1,"Males",11164,"Port Macquarie - West",0.56,0.64,0.8,0.98,1.1,0.844
"2005-2014",12,"Stomach",1,"Males",11165,"Port Macquarie Region",0.63,0.69,0.83,0.99,1.1,0.814
"2005-2014",12,"Stomach",1,"Males",11166,"Wauchope",0.54,0.6,0.75,0.93,1.04,0.915
"2005-2014",12,"Stomach",1,"Males",11167,"Gloucester",0.66,0.73,0.89,1.07,1.18,0.604
"2005-2014",12,"Stomach",1,"Males",11168,"Old Bar - Manning Point - Red Head",0.83,0.94,1.16,1.43,1.61,0.617
"2005-2014",12,"Stomach",1,"Males",11169,"Taree",0.71,0.8,0.98,1.2,1.34,0.102
"2005-2014",12,"Stomach",1,"Males",11170,"Taree Region",0.74,0.81,0.94,1.08,1.17,0.426
"2005-2014",12,"Stomach",1,"Males",11171,"Wingham",0.57,0.67,0.88,1.16,1.33,0.458
"2005-2014",12,"Stomach",1,"Males",11172,"Albury - East",0.62,0.69,0.83,1,1.1,0.797
"2005-2014",12,"Stomach",1,"Males",11173,"Albury - North",0.58,0.65,0.81,1.01,1.13,0.784
"2005-2014",12,"Stomach",1,"Males",11174,"Albury - South",0.66,0.73,0.89,1.08,1.19,0.562
"2005-2014",12,"Stomach",1,"Males",11175,"Albury Region",0.72,0.77,0.9,1.04,1.13,0.67
"2005-2014",12,"Stomach",1,"Males",11176,"Lavington",0.58,0.67,0.84,1.05,1.18,0.687
"2005-2014",12,"Stomach",1,"Males",11177,"Hay",0.67,0.75,0.93,1.14,1.27,0.371
"2005-2014",12,"Stomach",1,"Males",11178,"Wentworth - Buronga",0.66,0.73,0.89,1.09,1.21,0.527
"2005-2014",12,"Stomach",1,"Males",11179,"Wentworth-Balranald Region",0.74,0.8,0.92,1.07,1.16,0.498
"2005-2014",12,"Stomach",1,"Males",11180,"Corowa",0.56,0.64,0.85,1.1,1.26,0.582
"2005-2014",12,"Stomach",1,"Males",11181,"Corowa Region",0.68,0.74,0.86,1,1.08,0.807
"2005-2014",12,"Stomach",1,"Males",11182,"Deniliquin",0.66,0.78,1.07,1.44,1.69,0.215
"2005-2014",12,"Stomach",1,"Males",11183,"Deniliquin Region",0.78,0.84,0.96,1.1,1.18,0.289
"2005-2014",12,"Stomach",1,"Males",11184,"Moama",0.7,0.8,1.01,1.27,1.43,0.038
"2005-2014",12,"Stomach",1,"Males",11185,"Tocumwal - Finley - Jerilderie",0.68,0.74,0.87,1.02,1.11,0.745
"2005-2014",12,"Stomach",1,"Males",11186,"Armidale",0.48,0.55,0.71,0.9,1.01,0.937
"2005-2014",12,"Stomach",1,"Males",11187,"Armidale Region - North",0.65,0.71,0.82,0.95,1.04,0.903
"2005-2014",12,"Stomach",1,"Males",11188,"Armidale Region - South",0.59,0.65,0.79,0.96,1.06,0.891
"2005-2014",12,"Stomach",1,"Males",11189,"Walcha",0.67,0.72,0.84,0.99,1.07,0.831
"2005-2014",12,"Stomach",1,"Males",11190,"Glen Innes",0.54,0.6,0.74,0.89,0.99,0.956
"2005-2014",12,"Stomach",1,"Males",11191,"Inverell",0.5,0.58,0.76,0.97,1.1,0.85
"2005-2014",12,"Stomach",1,"Males",11192,"Inverell Region - East",0.63,0.69,0.8,0.94,1.01,0.938
"2005-2014",12,"Stomach",1,"Males",11193,"Inverell Region - West",0.59,0.66,0.8,0.97,1.07,0.868
"2005-2014",12,"Stomach",1,"Males",11194,"Tenterfield",0.67,0.72,0.84,0.96,1.03,0.903
"2005-2014",12,"Stomach",1,"Males",11195,"Moree",0.66,0.79,1.08,1.49,1.76,0.247
"2005-2014",12,"Stomach",1,"Males",11196,"Moree Region",0.68,0.75,0.88,1.04,1.14,0.667
"2005-2014",12,"Stomach",1,"Males",11197,"Narrabri",0.49,0.59,0.84,1.18,1.41,0.481
"2005-2014",12,"Stomach",1,"Males",11198,"Narrabri Region",0.65,0.71,0.84,0.99,1.09,0.824
"2005-2014",12,"Stomach",1,"Males",11199,"Gunnedah",0.51,0.62,0.86,1.19,1.4,0.43
"2005-2014",12,"Stomach",1,"Males",11200,"Gunnedah Region",0.62,0.69,0.85,1.04,1.15,0.709
"2005-2014",12,"Stomach",1,"Males",11201,"Quirindi",0.63,0.7,0.86,1.05,1.16,0.67
"2005-2014",12,"Stomach",1,"Males",11202,"Tamworth - East",0.59,0.67,0.84,1.05,1.18,0.683
"2005-2014",12,"Stomach",1,"Males",11203,"Tamworth - North",0.54,0.61,0.78,0.98,1.12,0.83
"2005-2014",12,"Stomach",1,"Males",11204,"Tamworth - West",0.53,0.61,0.79,1.03,1.17,0.752
"2005-2014",12,"Stomach",1,"Males",11205,"Tamworth Region",0.64,0.69,0.8,0.92,0.99,0.959
"2005-2014",12,"Stomach",1,"Males",11206,"Belmont - Bennetts Green",0.56,0.62,0.76,0.93,1.04,0.913
"2005-2014",12,"Stomach",1,"Males",11207,"Belmont South - Blacksmiths",0.45,0.55,0.78,1.1,1.3,0.639
"2005-2014",12,"Stomach",1,"Males",11208,"Charlestown - Dudley",0.6,0.66,0.79,0.94,1.03,0.916
"2005-2014",12,"Stomach",1,"Males",11209,"Glendale - Cardiff - Hillsborough",0.67,0.73,0.85,0.99,1.08,0.83
"2005-2014",12,"Stomach",1,"Males",11210,"Mount Hutton - Windale",0.6,0.67,0.82,1.01,1.12,0.787
"2005-2014",12,"Stomach",1,"Males",11211,"Redhead",0.51,0.6,0.8,1.07,1.24,0.67
"2005-2014",12,"Stomach",1,"Males",11212,"Swansea - Caves Beach",0.78,0.91,1.22,1.6,1.83,0.625
"2005-2014",12,"Stomach",1,"Males",11213,"Valentine - Eleebana",0.48,0.55,0.71,0.89,1.01,0.94
"2005-2014",12,"Stomach",1,"Males",11214,"Warners Bay - Boolaroo",0.58,0.66,0.81,1,1.11,0.805
"2005-2014",12,"Stomach",1,"Males",11215,"Bolton Point - Teralba",0.63,0.7,0.85,1.03,1.13,0.74
"2005-2014",12,"Stomach",1,"Males",11216,"Bonnells Bay - Silverwater",0.52,0.62,0.86,1.19,1.4,0.446
"2005-2014",12,"Stomach",1,"Males",11217,"Edgeworth - Cameron Park",0.64,0.7,0.85,1.04,1.15,0.708
"2005-2014",12,"Stomach",1,"Males",11218,"Morisset - Cooranbong",0.73,0.79,0.92,1.08,1.17,0.484
"2005-2014",12,"Stomach",1,"Males",11219,"Toronto - Awaba",0.63,0.7,0.86,1.05,1.17,0.673
"2005-2014",12,"Stomach",1,"Males",11220,"Wangi Wangi - Rathmines",0.61,0.69,0.89,1.15,1.32,0.441
"2005-2014",12,"Stomach",1,"Males",11221,"West Wallsend - Barnsley - Killingworth",0.69,0.76,0.92,1.1,1.22,0.438
"2005-2014",12,"Stomach",1,"Males",11222,"Adamstown - Kotara",0.65,0.72,0.86,1.03,1.13,0.718
"2005-2014",12,"Stomach",1,"Males",11223,"Beresfield - Hexham",0.65,0.72,0.87,1.05,1.17,0.658
"2005-2014",12,"Stomach",1,"Males",11224,"Hamilton - Broadmeadow",0.69,0.76,0.91,1.09,1.2,0.489
"2005-2014",12,"Stomach",1,"Males",11225,"Lambton - New Lambton",0.69,0.76,0.9,1.07,1.18,0.567
"2005-2014",12,"Stomach",1,"Males",11226,"Maryland - Fletcher - Minmi",0.67,0.74,0.88,1.05,1.16,0.644
"2005-2014",12,"Stomach",1,"Males",11227,"Mayfield - Warabrook",0.7,0.77,0.94,1.14,1.27,0.326
"2005-2014",12,"Stomach",1,"Males",11228,"Merewether - The Junction",0.61,0.68,0.84,1.03,1.16,0.725
"2005-2014",12,"Stomach",1,"Males",11229,"Newcastle - Cooks Hill",0.62,0.7,0.89,1.13,1.29,0.451
"2005-2014",12,"Stomach",1,"Males",11230,"Newcastle Port - Kooragang",0.6,0.7,0.91,1.2,1.39,0.344
"2005-2014",12,"Stomach",1,"Males",11231,"Shortland - Jesmond",0.67,0.74,0.89,1.07,1.18,0.601
"2005-2014",12,"Stomach",1,"Males",11232,"Stockton - Fullerton Cove",0.57,0.67,0.88,1.15,1.33,0.467
"2005-2014",12,"Stomach",1,"Males",11233,"Wallsend - Elermore Vale",0.71,0.78,0.94,1.12,1.22,0.376
"2005-2014",12,"Stomach",1,"Males",11234,"Waratah - North Lambton",0.67,0.75,0.92,1.13,1.25,0.409
"2005-2014",12,"Stomach",1,"Males",11235,"Wickham - Carrington - Tighes Hill",0.64,0.73,0.92,1.16,1.31,0.358
"2005-2014",12,"Stomach",1,"Males",11236,"Ballina",0.44,0.5,0.65,0.83,0.95,0.977
"2005-2014",12,"Stomach",1,"Males",11237,"Ballina Region",0.56,0.62,0.75,0.9,0.99,0.958
"2005-2014",12,"Stomach",1,"Males",11238,"Bangalow",0.53,0.6,0.74,0.92,1.03,0.928
"2005-2014",12,"Stomach",1,"Males",11239,"Brunswick Heads - Ocean Shores",0.49,0.55,0.7,0.88,0.99,0.959
"2005-2014",12,"Stomach",1,"Males",11240,"Byron Bay",0.53,0.6,0.76,0.95,1.07,0.881
"2005-2014",12,"Stomach",1,"Males",11241,"Evans Head",0.55,0.62,0.76,0.94,1.06,0.899
"2005-2014",12,"Stomach",1,"Males",11242,"Lennox Head - Skennars Head",0.45,0.53,0.68,0.88,1.01,0.942
"2005-2014",12,"Stomach",1,"Males",11243,"Mullumbimby",0.52,0.58,0.72,0.88,0.97,0.968
"2005-2014",12,"Stomach",1,"Males",11244,"Casino",0.57,0.68,0.92,1.23,1.44,0.268
"2005-2014",12,"Stomach",1,"Males",11245,"Casino Region",0.62,0.68,0.81,0.96,1.04,0.896
"2005-2014",12,"Stomach",1,"Males",11246,"Goonellabah",0.62,0.72,0.94,1.21,1.38,0.25
"2005-2014",12,"Stomach",1,"Males",11247,"Kyogle",0.63,0.69,0.81,0.95,1.04,0.909
"2005-2014",12,"Stomach",1,"Males",11248,"Lismore",0.84,0.95,1.21,1.55,1.76,0.697
"2005-2014",12,"Stomach",1,"Males",11249,"Lismore Region",0.62,0.68,0.79,0.92,1.01,0.945
"2005-2014",12,"Stomach",1,"Males",11250,"Kingscliff - Fingal Head",0.55,0.62,0.78,0.98,1.1,0.835
"2005-2014",12,"Stomach",1,"Males",11251,"Murwillumbah",0.42,0.51,0.71,0.97,1.14,0.838
"2005-2014",12,"Stomach",1,"Males",11252,"Murwillumbah Region",0.61,0.65,0.75,0.86,0.93,0.99
"2005-2014",12,"Stomach",1,"Males",11253,"Pottsville",0.51,0.57,0.71,0.88,0.99,0.957
"2005-2014",12,"Stomach",1,"Males",11254,"Tweed Heads",0.6,0.65,0.77,0.91,1,0.95
"2005-2014",12,"Stomach",1,"Males",11255,"Tweed Heads - South",0.64,0.71,0.85,1.02,1.12,0.743
"2005-2014",12,"Stomach",1,"Males",11256,"Griffith (NSW)",0.67,0.77,1.01,1.32,1.5,0.046
"2005-2014",12,"Stomach",1,"Males",11257,"Griffith Region",0.74,0.79,0.91,1.05,1.14,0.592
"2005-2014",12,"Stomach",1,"Males",11258,"Leeton",0.61,0.7,0.91,1.18,1.34,0.345
"2005-2014",12,"Stomach",1,"Males",11259,"Narrandera",0.71,0.77,0.9,1.06,1.15,0.583
"2005-2014",12,"Stomach",1,"Males",11260,"Tumbarumba",0.66,0.72,0.87,1.03,1.13,0.695
"2005-2014",12,"Stomach",1,"Males",11261,"Tumut",0.72,0.86,1.2,1.66,1.96,0.523
"2005-2014",12,"Stomach",1,"Males",11262,"Tumut Region",0.7,0.77,0.91,1.08,1.18,0.532
"2005-2014",12,"Stomach",1,"Males",11263,"Cootamundra",0.73,0.8,0.97,1.17,1.29,0.178
"2005-2014",12,"Stomach",1,"Males",11264,"Gundagai",0.73,0.81,0.98,1.18,1.32,0.119
"2005-2014",12,"Stomach",1,"Males",11265,"Junee",0.66,0.74,0.92,1.13,1.27,0.387
"2005-2014",12,"Stomach",1,"Males",11266,"Temora",0.7,0.77,0.92,1.1,1.21,0.449
"2005-2014",12,"Stomach",1,"Males",11267,"Wagga Wagga - East",0.55,0.62,0.77,0.96,1.08,0.873
"2005-2014",12,"Stomach",1,"Males",11268,"Wagga Wagga - North",0.54,0.62,0.8,1.04,1.19,0.722
"2005-2014",12,"Stomach",1,"Males",11269,"Wagga Wagga - South",0.57,0.64,0.81,1.02,1.15,0.755
"2005-2014",12,"Stomach",1,"Males",11270,"Wagga Wagga - West",0.56,0.64,0.8,1.01,1.12,0.793
"2005-2014",12,"Stomach",1,"Males",11271,"Wagga Wagga Region",0.69,0.74,0.85,0.98,1.05,0.859
"2005-2014",12,"Stomach",1,"Males",11272,"Berry - Kangaroo Valley",0.68,0.75,0.89,1.06,1.16,0.602
"2005-2014",12,"Stomach",1,"Males",11273,"Callala Bay - Currarong",0.65,0.74,0.93,1.17,1.32,0.321
"2005-2014",12,"Stomach",1,"Males",11274,"Culburra Beach",0.64,0.72,0.9,1.12,1.26,0.444
